,dbs,evidence type,methods,ntissues,pmids,symbol1,symbol2,uniprot1,uniprot2
50,,exp,coexpression,0,,BCL3,SPRY1,xxxxxx,xxxxxx
51,,exp,coexpression,0,,EDNRB,LMOD1,xxxxxx,xxxxxx
52,,exp,coexpression,0,,MXD1,OSCAR,xxxxxx,xxxxxx
53,,exp,coexpression,0,,C1QB,CFP,xxxxxx,xxxxxx
54,,exp,coexpression,0,,AKR1C1,LRRC75B,xxxxxx,xxxxxx
55,,exp,coexpression,0,,HLA.DRB5,TIMP3,xxxxxx,xxxxxx
56,,exp,coexpression,0,,ICAM1,TNFRSF1B,xxxxxx,xxxxxx
57,,exp,coexpression,0,,PIK3R3,PRODH,xxxxxx,xxxxxx
58,,exp,coexpression,0,,LDLR,PIM1,xxxxxx,xxxxxx
59,,exp,coexpression,0,,MMP2,SAMHD1,xxxxxx,xxxxxx
60,,exp,coexpression,0,,ANGPT1,CCN5,xxxxxx,xxxxxx
61,,exp,coexpression,0,,COL14A1,MCAM,xxxxxx,xxxxxx
62,,exp,coexpression,0,,F3,MXRA5,xxxxxx,xxxxxx
63,,exp,coexpression,0,,ANGPTL4,ANGPTL4,xxxxxx,xxxxxx
64,,exp,coexpression,0,,ACKR1,NFIL3,xxxxxx,xxxxxx
65,,exp,coexpression,0,,ITGA8,LUM,xxxxxx,xxxxxx
66,,exp,coexpression,0,,ABCA10,MRC2,xxxxxx,xxxxxx
67,,exp,coexpression,0,,FBN1,SUSD2,xxxxxx,xxxxxx
68,,exp,coexpression,0,,GRAMD1C,SYTL1,xxxxxx,xxxxxx
69,,exp,coexpression,0,,CAPN5,TNXB,xxxxxx,xxxxxx
70,,exp,coexpression,0,,ADAMTS4,AKAP12,xxxxxx,xxxxxx
71,,exp,coexpression,0,,CGNL1,OGN,xxxxxx,xxxxxx
72,,exp,coexpression,0,,FADS2,IL1RL1,xxxxxx,xxxxxx
73,,exp,coexpression,0,,C1QB,TLR2,xxxxxx,xxxxxx
74,,exp,coexpression,0,,ELN,IER5L,xxxxxx,xxxxxx
75,,exp,coexpression,0,,CYP1B1,IRS2,xxxxxx,xxxxxx
76,,exp,coexpression,0,,CLEC2B,CP,xxxxxx,xxxxxx
77,,exp,coexpression,0,,H2AC6,TNFSF10,xxxxxx,xxxxxx
78,,exp,coexpression,0,,AKAP12,BTNL9,xxxxxx,xxxxxx
79,,exp,coexpression,0,,CLSTN2,MPZ,xxxxxx,xxxxxx
80,,exp,coexpression,0,,MMRN1,RGCC,xxxxxx,xxxxxx
81,,exp,coexpression,0,,ACP5,CLEC3B,xxxxxx,xxxxxx
82,,exp,coexpression,0,,IRX3,PKP3,xxxxxx,xxxxxx
83,,exp,coexpression,0,,EDNRB,MEDAG,xxxxxx,xxxxxx
84,,exp,coexpression,0,,FBLN1,PDGFRA,xxxxxx,xxxxxx
85,,exp,coexpression,0,,ABTB1,MTHFD1L,xxxxxx,xxxxxx
86,,exp,coexpression,0,,CSF1R,DAB2,xxxxxx,xxxxxx
87,,exp,coexpression,0,,HSPE1,HSPE1,xxxxxx,xxxxxx
88,,exp,coexpression,0,,CHI3L1,SLC25A37,xxxxxx,xxxxxx
89,,exp,coexpression,0,,BHLHE40,JUNB,xxxxxx,xxxxxx
90,,exp,coexpression,0,,ARID5A,NAMPT,xxxxxx,xxxxxx
91,,exp,coexpression,0,,BDKRB2,SOCS3,xxxxxx,xxxxxx
92,,exp,coexpression,0,,COL1A1,PODN,xxxxxx,xxxxxx
93,,exp,coexpression,0,,ADAM33,GPRC5A,xxxxxx,xxxxxx
94,,exp,coexpression,0,,CCN2,PLAT,xxxxxx,xxxxxx
95,,exp,coexpression,0,,RORC,SSC5D,xxxxxx,xxxxxx
96,,exp,coexpression,0,,ITGA8,MSRB3,xxxxxx,xxxxxx
97,,exp,coexpression,0,,GEM,IER2,xxxxxx,xxxxxx
98,,exp,coexpression,0,,CHI3L1,PPP1R3C,xxxxxx,xxxxxx
99,,exp,coexpression,0,,LEPR,PRRT2,xxxxxx,xxxxxx
100,,exp,coexpression,0,,GADD45B,STC1,xxxxxx,xxxxxx
101,,exp,coexpression,0,,CLDN5,H2AC6,xxxxxx,xxxxxx
102,,exp,coexpression,0,,GIPR,GIPR,xxxxxx,xxxxxx
103,,exp,coexpression,0,,ACKR1,SEMA6B,xxxxxx,xxxxxx
104,,exp,coexpression,0,,PFKFB3,THBS1,xxxxxx,xxxxxx
105,,exp,coexpression,0,,CD55,SCD,xxxxxx,xxxxxx
106,,exp,coexpression,0,,ADH1B,G0S2,xxxxxx,xxxxxx
107,,exp,coexpression,0,,ANGPTL4,TNC,xxxxxx,xxxxxx
108,,exp,coexpression,0,,HK3,MMP9,xxxxxx,xxxxxx
109,,exp,coexpression,0,,ALDOC,CRYAB,xxxxxx,xxxxxx
110,,exp,coexpression,0,,BMF,CHST1,xxxxxx,xxxxxx
111,,exp,coexpression,0,,MCEMP1,MMP9,xxxxxx,xxxxxx
112,,exp,coexpression,0,,NRP1,TNXB,xxxxxx,xxxxxx
113,,exp,coexpression,0,,CCL15.CCL14,COL15A1,xxxxxx,xxxxxx
114,,exp,coexpression,0,,CD68,TSPYL2,xxxxxx,xxxxxx
115,,exp,coexpression,0,,PHGDH,TMEM176A,xxxxxx,xxxxxx
116,,exp,coexpression,0,,FMO2,TAGLN,xxxxxx,xxxxxx
117,,exp,coexpression,0,,HES1,PRODH,xxxxxx,xxxxxx
118,,exp,coexpression,0,,TM4SF1,ZC3H12A,xxxxxx,xxxxxx
119,,exp,coexpression,0,,COL28A1,SRPK3,xxxxxx,xxxxxx
120,,exp,coexpression,0,,PLN,THSD4,xxxxxx,xxxxxx
121,,exp,coexpression,0,,FIBIN,LAMA2,xxxxxx,xxxxxx
122,,exp,coexpression,0,,KBTBD11,MT.CO1,xxxxxx,xxxxxx
123,,exp,coexpression,0,,RGS5,SCARA3,xxxxxx,xxxxxx
124,,exp,coexpression,0,,PLIN5,PTGDS,xxxxxx,xxxxxx
125,,exp,coexpression,0,,FLT1,NR4A3,xxxxxx,xxxxxx
126,,exp,coexpression,0,,NFKBID,SNAI2,xxxxxx,xxxxxx
127,,exp,coexpression,0,,IGFBP6,PRRT2,xxxxxx,xxxxxx
128,,exp,coexpression,0,,FCGBP,SOX9,xxxxxx,xxxxxx
129,,exp,coexpression,0,,IQCN,SLC7A1,xxxxxx,xxxxxx
130,,exp,coexpression,0,,ACTA2,XAF1,xxxxxx,xxxxxx
131,,exp,coexpression,0,,C1QB,SLA,xxxxxx,xxxxxx
132,,exp,coexpression,0,,NTN4,SFRP2,xxxxxx,xxxxxx
133,,exp,coexpression,0,,PLEKHB1,PLEKHB1,xxxxxx,xxxxxx
134,,exp,coexpression,0,,BCL3,RCAN1,xxxxxx,xxxxxx
135,,exp,coexpression,0,,HLA.DQB1,TSC22D3,xxxxxx,xxxxxx
136,,exp,coexpression,0,,CMYA5,PLN,xxxxxx,xxxxxx
137,,exp,coexpression,0,,HSPG2,HSPG2,xxxxxx,xxxxxx
138,,exp,coexpression,0,,F13A1,FCGR3A,xxxxxx,xxxxxx
139,,exp,coexpression,0,,DYSF,SELP,xxxxxx,xxxxxx
140,,exp,coexpression,0,,F3,NPNT,xxxxxx,xxxxxx
141,,exp,coexpression,0,,MTARC1,PFKFB2,xxxxxx,xxxxxx
142,,exp,coexpression,0,,C1QTNF1,LDHA,xxxxxx,xxxxxx
143,,exp,coexpression,0,,C7,FAIM2,xxxxxx,xxxxxx
144,,exp,coexpression,0,,GUCY1A2,HLA.DQB1,xxxxxx,xxxxxx
145,,exp,coexpression,0,,PODN,SYTL2,xxxxxx,xxxxxx
146,,exp,coexpression,0,,COL16A1,DCN,xxxxxx,xxxxxx
147,,exp,coexpression,0,,BAMBI,CFH,xxxxxx,xxxxxx
148,,exp,coexpression,0,,HTRA3,KRT8,xxxxxx,xxxxxx
149,,exp,coexpression,0,,ACKR1,CCDC71L,xxxxxx,xxxxxx
150,,exp,coexpression,0,,IRF1,NNMT,xxxxxx,xxxxxx
151,,exp,coexpression,0,,FLRT2,GSTM5,xxxxxx,xxxxxx
152,,exp,coexpression,0,,CXCR4,HSPA6,xxxxxx,xxxxxx
153,,exp,coexpression,0,,CLEC2B,FOS,xxxxxx,xxxxxx
154,,exp,coexpression,0,,AKR1C1,ASPA,xxxxxx,xxxxxx
155,,exp,coexpression,0,,MT1M,SGMS2,xxxxxx,xxxxxx
156,,exp,coexpression,0,,DDIT4,DEPP1,xxxxxx,xxxxxx
157,,exp,coexpression,0,,ACACB,PDK4,xxxxxx,xxxxxx
158,,exp,coexpression,0,,KCNJ11,KCNJ11,xxxxxx,xxxxxx
159,,exp,coexpression,0,,DPT,OLFML3,xxxxxx,xxxxxx
160,,exp,coexpression,0,,AVPI1,FSTL3,xxxxxx,xxxxxx
161,,exp,coexpression,0,,OLFML3,PI16,xxxxxx,xxxxxx
162,,exp,coexpression,0,,GLUL,HMOX1,xxxxxx,xxxxxx
163,,exp,coexpression,0,,CDH13,FASN,xxxxxx,xxxxxx
164,,exp,coexpression,0,,FZD7,SLC8A1,xxxxxx,xxxxxx
165,,exp,coexpression,0,,FBXO32,MYOM1,xxxxxx,xxxxxx
166,,exp,coexpression,0,,CLDN5,MMRN1,xxxxxx,xxxxxx
167,,exp,coexpression,0,,GSTM2,NTRK3,xxxxxx,xxxxxx
168,,exp,coexpression,0,,CTSK,GAS1,xxxxxx,xxxxxx
169,,exp,coexpression,0,,CLEC3B,IGSF10,xxxxxx,xxxxxx
170,,exp,coexpression,0,,SERPINE1,TCIM,xxxxxx,xxxxxx
171,,exp,coexpression,0,,CCDC71L,TNFRSF12A,xxxxxx,xxxxxx
172,,exp,coexpression,0,,CSF3R,FAXDC2,xxxxxx,xxxxxx
173,,exp,coexpression,0,,PLA2G2A,X.253,xxxxxx,xxxxxx
174,,exp,coexpression,0,,GADD45B,YBX3,xxxxxx,xxxxxx
175,,exp,coexpression,0,,IRAG1,MGP,xxxxxx,xxxxxx
176,,exp,coexpression,0,,CTSK,PRELP,xxxxxx,xxxxxx
177,,exp,coexpression,0,,INPP4B,KCNJ2,xxxxxx,xxxxxx
178,,exp,coexpression,0,,EFEMP1,GGT5,xxxxxx,xxxxxx
179,,exp,coexpression,0,,GFRA1,LTBP4,xxxxxx,xxxxxx
180,,exp,coexpression,0,,PLXDC1,TEK,xxxxxx,xxxxxx
181,,exp,coexpression,0,,C1QC,LCP1,xxxxxx,xxxxxx
182,,exp,coexpression,0,,PKP1,SLC22A3,xxxxxx,xxxxxx
183,,exp,coexpression,0,,CD53,FCER1G,xxxxxx,xxxxxx
184,,exp,coexpression,0,,PHLDA1,SERPINE2,xxxxxx,xxxxxx
185,,exp,coexpression,0,,H2BC21,IFI44L,xxxxxx,xxxxxx
186,,exp,coexpression,0,,LCN10,PDK4,xxxxxx,xxxxxx
187,,exp,coexpression,0,,CD163,MRC1,xxxxxx,xxxxxx
188,,exp,coexpression,0,,PODN,SLIT3,xxxxxx,xxxxxx
189,,exp,coexpression,0,,BCL3,ZFP36,xxxxxx,xxxxxx
190,,exp,coexpression,0,,ERRFI1,TSKU,xxxxxx,xxxxxx
191,,exp,coexpression,0,,ANGPT1,CFD,xxxxxx,xxxxxx
192,,exp,coexpression,0,,FLRT3,STEAP4,xxxxxx,xxxxxx
193,,exp,coexpression,0,,SPRY1,TGFBI,xxxxxx,xxxxxx
194,,exp,coexpression,0,,AOC3,NCS1,xxxxxx,xxxxxx
195,,exp,coexpression,0,,ADAM19,X.45,xxxxxx,xxxxxx
196,,exp,coexpression,0,,FCGR2A,IL10RA,xxxxxx,xxxxxx
197,,exp,coexpression,0,,DGAT2,FPR1,xxxxxx,xxxxxx
198,,exp,coexpression,0,,ADAM33,FBLN1,xxxxxx,xxxxxx
199,,exp,coexpression,0,,ABCA8,COL5A1,xxxxxx,xxxxxx
200,,exp,coexpression,0,,GPT,PER3,xxxxxx,xxxxxx
201,,exp,coexpression,0,,ITGA8,MMP2,xxxxxx,xxxxxx
202,,exp,coexpression,0,,TNNT2,TNNT2,xxxxxx,xxxxxx
203,,exp,coexpression,0,,MYH11,SLIT3,xxxxxx,xxxxxx
204,,exp,coexpression,0,,PFKFB2,PROX1,xxxxxx,xxxxxx
205,,exp,coexpression,0,,FAM83G,FAM83G,xxxxxx,xxxxxx
206,,exp,coexpression,0,,CD44,CEBPD,xxxxxx,xxxxxx
207,,exp,coexpression,0,,CD68,GALNT15,xxxxxx,xxxxxx
208,,exp,coexpression,0,,MAOA,PRODH,xxxxxx,xxxxxx
209,,exp,coexpression,0,,GPAT3,PDK4,xxxxxx,xxxxxx
210,,exp,coexpression,0,,FIBIN,NTRK3,xxxxxx,xxxxxx
211,,exp,coexpression,0,,FLNC,IRAG1,xxxxxx,xxxxxx
212,,exp,coexpression,0,,CFD,H2BC21,xxxxxx,xxxxxx
213,,exp,coexpression,0,,MMP2,MYLK,xxxxxx,xxxxxx
214,,exp,coexpression,0,,MCOLN3,RASD1,xxxxxx,xxxxxx
215,,exp,coexpression,0,,GGT5,IFI6,xxxxxx,xxxxxx
216,,exp,coexpression,0,,AQP1,HLA.DRA,xxxxxx,xxxxxx
217,,exp,coexpression,0,,C4A,LRRC32,xxxxxx,xxxxxx
218,,exp,coexpression,0,,DNM1,IGF2,xxxxxx,xxxxxx
219,,exp,coexpression,0,,CLDN4,MAL2,xxxxxx,xxxxxx
220,,exp,coexpression,0,,LGI4,SYTL2,xxxxxx,xxxxxx
221,,exp,coexpression,0,,EIF4EBP1,PER2,xxxxxx,xxxxxx
222,,exp,coexpression,0,,APOE,HEYL,xxxxxx,xxxxxx
223,,exp,coexpression,0,,BCL3,TNFAIP3,xxxxxx,xxxxxx
224,,exp,coexpression,0,,ELN,LUM,xxxxxx,xxxxxx
225,,exp,coexpression,0,,CD34,CD34,xxxxxx,xxxxxx
226,,exp,coexpression,0,,CP,GPRC5A,xxxxxx,xxxxxx
227,,exp,coexpression,0,,ACTA2,CD34,xxxxxx,xxxxxx
228,,exp,coexpression,0,,RCAN1,ZFP36,xxxxxx,xxxxxx
229,,exp,coexpression,0,,TMEM144,TMEM144,xxxxxx,xxxxxx
230,,exp,coexpression,0,,APOE,ECM2,xxxxxx,xxxxxx
231,,exp,coexpression,0,,DCN,VCAM1,xxxxxx,xxxxxx
232,,exp,coexpression,0,,ISG20,TYMP,xxxxxx,xxxxxx
233,,exp,coexpression,0,,HMOX1,PI15,xxxxxx,xxxxxx
234,,exp,coexpression,0,,CHRDL1,MAMDC2,xxxxxx,xxxxxx
235,,exp,coexpression,0,,MATN2,SCARA3,xxxxxx,xxxxxx
236,,exp,coexpression,0,,ADM,LMO3,xxxxxx,xxxxxx
237,,exp,coexpression,0,,ALDH1L1,GLUL,xxxxxx,xxxxxx
238,,exp,coexpression,0,,GPX3,SLC16A7,xxxxxx,xxxxxx
239,,exp,coexpression,0,,ELL2,SLC2A3,xxxxxx,xxxxxx
240,,exp,coexpression,0,,ICAM1,MAFF,xxxxxx,xxxxxx
241,,exp,coexpression,0,,HK3,MMP25,xxxxxx,xxxxxx
242,,exp,coexpression,0,,CD36,IFIT1,xxxxxx,xxxxxx
243,,exp,coexpression,0,,CHI3L1,FOSL2,xxxxxx,xxxxxx
244,,exp,coexpression,0,,RASD1,ZC3H12A,xxxxxx,xxxxxx
245,,exp,coexpression,0,,ID1,SERPINA1,xxxxxx,xxxxxx
246,,exp,coexpression,0,,CNTFR,IGFBP6,xxxxxx,xxxxxx
247,,exp,coexpression,0,,IL1R2,MNDA,xxxxxx,xxxxxx
248,,exp,coexpression,0,,CRYM,CRYM,xxxxxx,xxxxxx
249,,exp,coexpression,0,,ACP5,ADGRL4,xxxxxx,xxxxxx
250,,exp,coexpression,0,,EFEMP1,INMT,xxxxxx,xxxxxx
251,,exp,coexpression,0,,ERRFI1,LOX,xxxxxx,xxxxxx
252,,exp,coexpression,0,,GREB1,KIT,xxxxxx,xxxxxx
253,,exp,coexpression,0,,C7,CTSK,xxxxxx,xxxxxx
254,,exp,coexpression,0,,EPHB6,ZFP36,xxxxxx,xxxxxx
255,,exp,coexpression,0,,GBP1,ZFP36,xxxxxx,xxxxxx
256,,exp,coexpression,0,,PHYHIP,RASL11A,xxxxxx,xxxxxx
257,,exp,coexpression,0,,HOGA1,RETREG1,xxxxxx,xxxxxx
258,,exp,coexpression,0,,SOX2,SPON1,xxxxxx,xxxxxx
259,,exp,coexpression,0,,C7,ELN,xxxxxx,xxxxxx
260,,exp,coexpression,0,,GLUL,ID3,xxxxxx,xxxxxx
261,,exp,coexpression,0,,BDH1,COL4A6,xxxxxx,xxxxxx
262,,exp,coexpression,0,,HMCN2,MYH11,xxxxxx,xxxxxx
263,,exp,coexpression,0,,IFI6,THBS4,xxxxxx,xxxxxx
264,,exp,coexpression,0,,MGP,PAMR1,xxxxxx,xxxxxx
265,,exp,coexpression,0,,CD69,CD69,xxxxxx,xxxxxx
266,,exp,coexpression,0,,KLF2,SLC7A2,xxxxxx,xxxxxx
267,,exp,coexpression,0,,A2M,CSRP2,xxxxxx,xxxxxx
268,,exp,coexpression,0,,GEM,SAMHD1,xxxxxx,xxxxxx
269,,exp,coexpression,0,,NAMPT,SLC11A1,xxxxxx,xxxxxx
270,,exp,coexpression,0,,RGS1,SLC2A3,xxxxxx,xxxxxx
271,,exp,coexpression,0,,SLCO4A1,UAP1,xxxxxx,xxxxxx
272,,exp,coexpression,0,,ABCA10,TC2N,xxxxxx,xxxxxx
273,,exp,coexpression,0,,BMF,CBS,xxxxxx,xxxxxx
274,,exp,coexpression,0,,FHL1,HTRA3,xxxxxx,xxxxxx
275,,exp,coexpression,0,,ALDOC,BCAT1,xxxxxx,xxxxxx
276,,exp,coexpression,0,,DPP4,HBA2,xxxxxx,xxxxxx
277,,exp,coexpression,0,,CORO6,ELN,xxxxxx,xxxxxx
278,,exp,coexpression,0,,KCNE4,VMP1,xxxxxx,xxxxxx
279,,exp,coexpression,0,,BCL3,CLEC2B,xxxxxx,xxxxxx
280,,exp,coexpression,0,,CRYAB,FAM47E.STBD1,xxxxxx,xxxxxx
281,,exp,coexpression,0,,ACTA2,CES1,xxxxxx,xxxxxx
282,,exp,coexpression,0,,ASPA,FADS2,xxxxxx,xxxxxx
283,,exp,coexpression,0,,LDLR,NABP1,xxxxxx,xxxxxx
284,,exp,coexpression,0,,PLEKHA6,SCARA3,xxxxxx,xxxxxx
285,,exp,coexpression,0,,NR4A1,SLC2A3,xxxxxx,xxxxxx
286,,exp,coexpression,0,,ADAM19,DTNA,xxxxxx,xxxxxx
287,,exp,coexpression,0,,ABO,CDKN1C,xxxxxx,xxxxxx
288,,exp,coexpression,0,,ADAM33,ITIH5,xxxxxx,xxxxxx
289,,exp,coexpression,0,,CD68,CRISPLD2,xxxxxx,xxxxxx
290,,exp,coexpression,0,,ITGAX,NFE2,xxxxxx,xxxxxx
291,,exp,coexpression,0,,MAFF,RUNX1,xxxxxx,xxxxxx
292,,exp,coexpression,0,,NID1,TSKU,xxxxxx,xxxxxx
293,,exp,coexpression,0,,C1QC,CD14,xxxxxx,xxxxxx
294,,exp,coexpression,0,,FOS,HSPB1,xxxxxx,xxxxxx
295,,exp,coexpression,0,,BTG2,FKBP5,xxxxxx,xxxxxx
296,,exp,coexpression,0,,RNASE1,SPON1,xxxxxx,xxxxxx
297,,exp,coexpression,0,,ITGBL1,PRODH,xxxxxx,xxxxxx
298,,exp,coexpression,0,,COLGALT2,FRZB,xxxxxx,xxxxxx
299,,exp,coexpression,0,,SHANK2,SLC2A1,xxxxxx,xxxxxx
300,,exp,coexpression,0,,COL1A2,DNM1,xxxxxx,xxxxxx
301,,exp,coexpression,0,,PPARGC1B,SGMS2,xxxxxx,xxxxxx
302,,exp,coexpression,0,,ADH1B,DGAT2,xxxxxx,xxxxxx
303,,exp,coexpression,0,,KRT19,TGM2,xxxxxx,xxxxxx
304,,exp,coexpression,0,,ICAM1,SLC7A5,xxxxxx,xxxxxx
305,,exp,coexpression,0,,IRAG1,ITGA5,xxxxxx,xxxxxx
306,,exp,coexpression,0,,OLFML1,PIK3R3,xxxxxx,xxxxxx
307,,exp,coexpression,0,,CLEC2B,UPP1,xxxxxx,xxxxxx
308,,exp,coexpression,0,,ADIRF,ALDH1A3,xxxxxx,xxxxxx
309,,exp,coexpression,0,,ANXA1,PLIN2,xxxxxx,xxxxxx
310,,exp,coexpression,0,,ITIH5,TSPAN5,xxxxxx,xxxxxx
311,,exp,coexpression,0,,F13A1,STAB1,xxxxxx,xxxxxx
312,,exp,coexpression,0,,ARID5A,FLT1,xxxxxx,xxxxxx
313,,exp,coexpression,0,,ETNK2,ETNK2,xxxxxx,xxxxxx
314,,exp,coexpression,0,,SLCO4A1,TPO,xxxxxx,xxxxxx
315,,exp,coexpression,0,,CSRP1,LAMA4,xxxxxx,xxxxxx
316,,exp,coexpression,0,,KRT8,LAMC2,xxxxxx,xxxxxx
317,,exp,coexpression,0,,PIM1,SELE,xxxxxx,xxxxxx
318,,exp,coexpression,0,,CP,TRIB1,xxxxxx,xxxxxx
319,,exp,coexpression,0,,FSTL3,INMT,xxxxxx,xxxxxx
320,,exp,coexpression,0,,CYP1B1,SNAI2,xxxxxx,xxxxxx
321,,exp,coexpression,0,,GBP4,LAMA3,xxxxxx,xxxxxx
322,,exp,coexpression,0,,SERPINE2,VMP1,xxxxxx,xxxxxx
323,,exp,coexpression,0,,LOX,X.45,xxxxxx,xxxxxx
324,,exp,coexpression,0,,CCDC80,HSPB6,xxxxxx,xxxxxx
325,,exp,coexpression,0,,HTRA3,PTGIS,xxxxxx,xxxxxx
326,,exp,coexpression,0,,ADAMTS1,HILPDA,xxxxxx,xxxxxx
327,,exp,coexpression,0,,GALNT16,GPNMB,xxxxxx,xxxxxx
328,,exp,coexpression,0,,BHLHE40,CCL2,xxxxxx,xxxxxx
329,,exp,coexpression,0,,BGN,IGF2,xxxxxx,xxxxxx
330,,exp,coexpression,0,,GADD45G,HBB,xxxxxx,xxxxxx
331,,exp,coexpression,0,,COL14A1,FBLN2,xxxxxx,xxxxxx
332,,exp,coexpression,0,,LYVE1,OLFM1,xxxxxx,xxxxxx
333,,exp,coexpression,0,,PNP,SPHK1,xxxxxx,xxxxxx
334,,exp,coexpression,0,,CD44,SERPINH1,xxxxxx,xxxxxx
335,,exp,coexpression,0,,CNTFR,FIBIN,xxxxxx,xxxxxx
336,,exp,coexpression,0,,CCDC80,UNC5C,xxxxxx,xxxxxx
337,,exp,coexpression,0,,ELN,PTN,xxxxxx,xxxxxx
338,,exp,coexpression,0,,CPXM2,SFRP2,xxxxxx,xxxxxx
339,,exp,coexpression,0,,COL5A3,GLUL,xxxxxx,xxxxxx
340,,exp,coexpression,0,,MAFF,SOCS2,xxxxxx,xxxxxx
341,,exp,coexpression,0,,ACTA2,VIM,xxxxxx,xxxxxx
342,,exp,coexpression,0,,FRZB,SFRP1,xxxxxx,xxxxxx
343,,exp,coexpression,0,,CISH,NAMPT,xxxxxx,xxxxxx
344,,exp,coexpression,0,,FBLN1,IGFBP5,xxxxxx,xxxxxx
345,,exp,coexpression,0,,ATF3,GADD45B,xxxxxx,xxxxxx
346,,exp,coexpression,0,,BCL6,SEMA6B,xxxxxx,xxxxxx
347,,exp,coexpression,0,,ADAM33,NFASC,xxxxxx,xxxxxx
348,,exp,coexpression,0,,CPXM2,FRZB,xxxxxx,xxxxxx
349,,exp,coexpression,0,,HSP90AA1,HSPH1,xxxxxx,xxxxxx
350,,exp,coexpression,0,,PDK4,SYTL2,xxxxxx,xxxxxx
351,,exp,coexpression,0,,SGK1,TMEM176B,xxxxxx,xxxxxx
352,,exp,coexpression,0,,ABCA8,ITIH5,xxxxxx,xxxxxx
353,,exp,coexpression,0,,LILRA5,LILRA6,xxxxxx,xxxxxx
