"genes"	"modules"
"373"	"ADHFE1"	"M1"
"374"	"SH3PXD2A"	"M1"
"375"	"PHGDH"	"M1"
"376"	"ANGPTL8"	"Not.Correlated"
"377"	"UROC1"	"M1"
"378"	"FADS2"	"M1"
"379"	"LIPC"	"M1"
"380"	"COL1A1"	"M2"
"381"	"AKR7A3"	"M1"
"382"	"GSDMB"	"M1"
"383"	"SLC10A1"	"M1"
"384"	"ENG"	"M3"
"385"	"ADCY1"	"M1"
"386"	"X.265"	"M1"
"387"	"BPHL"	"M1"
"388"	"IGFALS"	"M1"
"389"	"MT1M"	"M1"
"390"	"SLC17A2"	"M2"
"391"	"CSTB"	"M1"
"392"	"MT1F"	"M1"
"393"	"TIMP3"	"M2"
"394"	"IGF1"	"M1"
"395"	"CRELD2"	"M1"
"396"	"X.167"	"M1"
"397"	"FXYD1"	"M1"
"398"	"ESPN"	"M1"
"399"	"HLF"	"M1"
"400"	"PPARGC1A"	"M6"
"401"	"IFNGR1"	"M1"
"402"	"SEMA4G"	"M1"
"403"	"GRB14"	"M1"
"404"	"METTL7B"	"Not.Correlated"
"405"	"NFIL3"	"M4"
"406"	"CASP4"	"M1"
"407"	"TMSB10"	"M2"
"408"	"MUC3A"	"Not.Correlated"
"409"	"HPS5"	"M5"
"410"	"HIF1A"	"M1"
"411"	"SLC6A1"	"M1"
"412"	"STEAP4"	"M1"
"413"	"BDH2"	"M1"
"414"	"ALDH1B1"	"M1"
"415"	"TMEM45A"	"M1"
"416"	"DHRS1"	"M1"
"417"	"SLC16A2"	"M1"
"418"	"MAMDC4"	"M3"
"419"	"CFHR4"	"M1"
"420"	"ARL5B"	"M4"
"421"	"MYORG"	"M1"
"422"	"PPP1R1A"	"M1"
"423"	"ATP2B4"	"M1"
"424"	"QSOX1"	"M2"
"425"	"BCO2"	"M1"
"426"	"CYP4F12"	"M1"
"427"	"X.245"	"M1"
"428"	"FAXDC2"	"M1"
"429"	"COLEC11"	"M2"
"430"	"ODC1"	"M1"
"431"	"CSRNP1"	"M4"
"432"	"IRAK1"	"M1"
"433"	"NR4A1"	"M6"
"434"	"TM4SF5"	"M5"
"435"	"TTYH3"	"M1"
"436"	"HSPH1"	"M6"
"437"	"ATP6V0E2"	"M1"
"438"	"SUOX"	"M1"
"439"	"ACBD4"	"M1"
"440"	"COL1A2"	"M2"
"441"	"PCSK9"	"M1"
"442"	"MANF"	"M1"
"443"	"N4BP2L1"	"M1"
"444"	"IL4I1"	"M5"
"445"	"PECR"	"M1"
"446"	"WDR72"	"M1"
"447"	"GSTM2"	"M1"
"448"	"MYOM1"	"M5"
"449"	"CYP1A2"	"M1"
"450"	"FAM13A"	"M1"
"451"	"ADAMTSL2"	"M2"
"452"	"ABCG8"	"M1"
"453"	"GK"	"M1"
"454"	"C1QTNF3.AMACR"	"M1"
"455"	"LAMB1"	"M2"
"456"	"TIMP2"	"M2"
"457"	"ASB13"	"M1"
"458"	"ANO1"	"M1"
"459"	"YBX3"	"M4"
"460"	"TTPA"	"M1"
"461"	"ANXA2"	"M1"
"462"	"DIO1"	"M1"
"463"	"AKR1D1"	"M1"
"464"	"TM7SF2"	"M1"
"465"	"TRIB3"	"M1"
"466"	"HMGCR"	"Not.Correlated"
"467"	"AASS"	"M1"
"468"	"DDX21"	"M1"
"469"	"TPM4"	"M2"
"470"	"ADAMTS1"	"M4"
"471"	"ETNPPL"	"M1"
"472"	"GSTZ1"	"M1"
"473"	"SLC51A"	"Not.Correlated"
"474"	"LCP1"	"M3"
"475"	"SOCS3"	"M4"
"476"	"NPIPB12"	"M5"
"477"	"MVK"	"M1"
"478"	"ACSM3"	"M1"
"479"	"MAFK"	"M4"
"480"	"HMGB3"	"M1"
"481"	"STARD5"	"M1"
"482"	"ACOT2"	"M1"
"483"	"MT1H"	"M1"
"484"	"GNMT"	"M1"
"485"	"HSPG2"	"M3"
"486"	"NEU4"	"M1"
"487"	"HLA.DRB1"	"M2"
"488"	"FOSL2"	"M4"
"489"	"FADS1"	"Not.Correlated"
"490"	"CPN1"	"M5"
"491"	"AEBP1"	"M2"
"492"	"HSD17B7"	"Not.Correlated"
"493"	"LPIN3"	"M1"
"494"	"GBP1"	"M6"
"495"	"MVD"	"Not.Correlated"
"496"	"IGSF9"	"M2"
"497"	"MTARC1"	"M1"
"498"	"F13B"	"M1"
"499"	"MYL9"	"M2"
"500"	"PPP1R15A"	"M6"
"501"	"CYP2A7"	"M1"
"502"	"ZC3H3"	"Not.Correlated"
"503"	"FSTL1"	"M2"
"504"	"TNFSF10"	"M1"
"505"	"TUBA1C"	"M1"
"506"	"ELOVL6"	"M1"
"507"	"RND1"	"M4"
"508"	"CD4"	"M1"
"509"	"AMACR"	"M1"
"510"	"FST"	"Not.Correlated"
"511"	"ICAM1"	"M4"
"512"	"SLC17A4"	"M1"
"513"	"ATF3"	"M6"
"514"	"GLUD2"	"M1"
"515"	"COL4A2"	"M2"
"516"	"TNFRSF1B"	"M4"
"517"	"OAT"	"M1"
"518"	"SLC3A2"	"M1"
"519"	"RAP1GAP"	"M5"
"520"	"KDM8"	"M1"
"521"	"GGT1"	"M1"
"522"	"TSPYL2"	"M1"
"523"	"GSTA2"	"M1"
"524"	"KLHL5"	"M1"
"525"	"HMOX1"	"M5"
"526"	"THNSL2"	"M1"
"527"	"ABCB11"	"M1"
"528"	"C11orf96"	"M4"
"529"	"SLC30A10"	"M1"
"530"	"CLDN2"	"Not.Correlated"
"531"	"PROZ"	"M1"
"532"	"CCL15.CCL14"	"M3"
"533"	"ADRA1A"	"M1"
"534"	"ACOT12"	"M1"
"535"	"SDF2L1"	"M1"
"536"	"PHLDA1"	"M4"
"537"	"CES3"	"M1"
"538"	"CDHR2"	"Not.Correlated"
"539"	"FAT1"	"M1"
"540"	"SIK1"	"M4"
"541"	"TNFAIP8L1"	"M1"
"542"	"IFI30"	"M3"
"543"	"CYP21A2"	"M1"
"544"	"OTC"	"M1"
"545"	"PZP"	"Not.Correlated"
"546"	"SLCO1B3.SLCO1B7"	"M1"
"547"	"CCN2"	"M2"
"548"	"CCL16"	"M1"
"549"	"INHBC"	"M2"
"550"	"PANK1"	"M1"
"551"	"THRSP"	"M1"
"552"	"SPP2"	"M1"
"553"	"FANCC"	"M1"
"554"	"APOA4"	"M1"
"555"	"GREM2"	"Not.Correlated"
"556"	"LRRC75B"	"M1"
"557"	"HLA.DRA"	"M2"
"558"	"COL6A3"	"M2"
"559"	"NUCB2"	"M1"
"560"	"SLC1A2"	"Not.Correlated"
"561"	"BCHE"	"M1"
"562"	"P4HA1"	"Not.Correlated"
"563"	"SERPINH1"	"M6"
"564"	"PTH1R"	"M1"
"565"	"WWC1"	"M1"
"566"	"TENM1"	"M1"
"567"	"OSMR"	"M1"
"568"	"PIM1"	"M1"
"569"	"SLPI"	"M5"
"570"	"DBH"	"M1"
"571"	"GADD45A"	"M1"
"572"	"ACSF2"	"M1"
"573"	"HGF"	"M2"
"574"	"DNASE1L3"	"M3"
"575"	"NCOA7"	"M1"
"576"	"MFAP3L"	"M1"
"577"	"CLCN5"	"M1"
"578"	"PRSS53"	"M1"
"579"	"CCDC71L"	"M1"
"580"	"NAT2"	"M1"
"581"	"COL4A1"	"M2"
"582"	"NR0B2"	"M1"
"583"	"HES1"	"M6"
"584"	"SLC6A12"	"M1"
"585"	"CUX2"	"M1"
"586"	"GFRA1"	"M1"
"587"	"AVPR1A"	"M5"
"588"	"ABCA9"	"M1"
"589"	"CD163"	"M3"
"590"	"CISH"	"M5"
"591"	"IRS1"	"M1"
"592"	"GBA3"	"M1"
"593"	"NFKB2"	"M4"
"594"	"ASPDH"	"M1"
"595"	"LGALS4"	"Not.Correlated"
"596"	"SPSB1"	"M1"
"597"	"PALM3"	"M1"
"598"	"CACNA1H"	"Not.Correlated"
"599"	"KLF10"	"Not.Correlated"
"600"	"CCL14"	"M3"
"601"	"IFITM10"	"M1"
"602"	"MAP1LC3B"	"M1"
"603"	"PFKFB3"	"M4"
"604"	"CYP2C19"	"M1"
"605"	"CAPN3"	"M1"
"606"	"HOGA1"	"M1"
"607"	"PKLR"	"M1"
"608"	"CD68"	"M1"
"609"	"ID1"	"M1"
"610"	"PER3"	"M1"
"611"	"SLC7A5"	"M1"
"612"	"SULT1B1"	"M5"
"613"	"PKM"	"M2"
"614"	"AKR7L"	"M1"
"615"	"TRPV1"	"M1"
"616"	"SMLR1"	"M1"
"617"	"LIMK2"	"M1"
"618"	"FETUB"	"M1"
"619"	"SLC22A25"	"M1"
"620"	"SEPTIN4"	"M1"
"621"	"DAO"	"M1"
"622"	"FYB2"	"M1"
"623"	"FGFR2"	"M1"
"624"	"ADSS1"	"Not.Correlated"
"625"	"RDH5"	"M1"
"626"	"FCN3"	"M3"
"627"	"CHST13"	"M1"
"628"	"APOL3"	"M1"
"629"	"DCPS"	"Not.Correlated"
"630"	"NR1D1"	"Not.Correlated"
"631"	"TRPM8"	"M1"
"632"	"PALMD"	"M1"
"633"	"LECT2"	"M1"
"634"	"GBP7"	"M1"
"635"	"PFKFB1"	"M1"
"636"	"SLC25A15"	"M6"
"637"	"PPARD"	"M1"
"638"	"TTC36"	"M1"
"639"	"KLB"	"M1"
"640"	"PALLD"	"M2"
"641"	"PRELP"	"M2"
"642"	"PNPLA3"	"M2"
"643"	"TSPAN13"	"M1"
"644"	"MME"	"M1"
"645"	"PHYHD1"	"M1"
"646"	"IL11RA"	"M1"
"647"	"BAG3"	"M6"
"648"	"MYH11"	"M2"
"649"	"PNPLA7"	"M1"
"650"	"S100A10"	"M1"
"651"	"SRXN1"	"M1"
"652"	"GNAO1"	"M1"
"653"	"RGS5"	"M2"
"654"	"GSTM1"	"M1"
"655"	"PDGFRA"	"M2"
"656"	"LCN12"	"M1"
"657"	"CNDP1"	"M1"
"658"	"AGMO"	"M1"
"659"	"S100A9"	"M1"
"660"	"SMO"	"M1"
"661"	"X.223"	"M1"
"662"	"ATOH8"	"Not.Correlated"
"663"	"TCEA2"	"M1"
"664"	"GSTM4"	"M1"
"665"	"ARSL"	"Not.Correlated"
"666"	"CLEC4M"	"M3"
"667"	"KIF12"	"M1"
"668"	"TM4SF1"	"M4"
"669"	"MAFB"	"M1"
"670"	"SRGN"	"M4"
"671"	"UGT3A1"	"M1"
"672"	"MXD1"	"M6"
"673"	"ZBTB21"	"M4"
"674"	"CYP39A1"	"M1"
"675"	"TRANK1"	"M1"
"676"	"DUSP10"	"M1"
"677"	"C1orf226"	"Not.Correlated"
"678"	"HLA.DPA1"	"M2"
"679"	"SERPINB1"	"M1"
"680"	"RIPOR3"	"M1"
"681"	"BIRC3"	"M4"
"682"	"DTX1"	"Not.Correlated"
"683"	"ACOT1"	"M1"
"684"	"NABP1"	"M1"
"685"	"CA5A"	"M1"
"686"	"ANXA10"	"M1"
"687"	"AJUBA"	"M1"
"688"	"BMAL1"	"Not.Correlated"
"689"	"CLDN14"	"M1"
"690"	"LUM"	"M2"
"691"	"SQLE"	"Not.Correlated"
"692"	"GABBR1"	"M2"
"693"	"THADA"	"M1"
"694"	"GRAMD1C"	"M1"
"695"	"TM6SF2"	"M1"
"696"	"FBLN5"	"M2"
"697"	"CHN2"	"M1"
"698"	"TLE3"	"M4"
"699"	"VIPR1"	"M1"
"700"	"ARL4D"	"M1"
"701"	"TNFAIP3"	"M4"
"702"	"ACADL"	"M1"
"703"	"SRD5A2"	"M1"
"704"	"MAN1C1"	"M1"
"705"	"CXCL16"	"M1"
"706"	"GYG2"	"M1"
"707"	"ADM"	"M4"
"708"	"OAS1"	"M1"
"709"	"MS4A6A"	"M3"
"710"	"AKAP12"	"M4"
"711"	"RIPK4"	"M1"
"712"	"PTPRB"	"M3"
"713"	"INS.IGF2"	"M1"
"714"	"EHD4"	"M1"
"715"	"ECM2"	"M1"
"716"	"MRC1"	"M3"
"717"	"CPEB3"	"M1"
"718"	"GPLD1"	"M1"
"719"	"VXN"	"M1"
"720"	"SLC23A1"	"M1"
"721"	"CES4A"	"M1"
"722"	"OIT3"	"M3"
"723"	"TNFRSF10D"	"M1"
"724"	"IER3"	"M4"
"725"	"VIL1"	"Not.Correlated"
"726"	"TMEM82"	"M1"
"727"	"COL5A3"	"M1"
"728"	"CSF3R"	"M1"
"729"	"AQP1"	"M2"
"730"	"KLHL25"	"M5"
"731"	"WEE1"	"M6"
"732"	"ART4"	"M1"
"733"	"SLC6A13"	"M1"
"734"	"DEFB1"	"M5"
"735"	"SLC2A3"	"M6"
"736"	"TEF"	"M1"
"737"	"ZBED3"	"M1"
"738"	"KCNK5"	"M1"
"739"	"CD55"	"M1"
"740"	"SLC16A13"	"M1"
"741"	"ANKS4B"	"M1"
"742"	"SYNPO2"	"M2"
"743"	"OXER1"	"M1"
"744"	"DNAJB4"	"M6"
"745"	"HSPB6"	"M2"
"746"	"LAPTM5"	"M3"
"747"	"CYP3A7"	"M1"
"748"	"RALGDS"	"M4"
"749"	"FLVCR2"	"M1"
"750"	"APBA1"	"M1"
"751"	"MX1"	"Not.Correlated"
"752"	"AQP7"	"M1"
"753"	"ARRDC4"	"Not.Correlated"
"754"	"COL5A1"	"M2"
"755"	"MT1A"	"M1"
"756"	"MFAP4"	"M2"
"757"	"EPHA2"	"M4"
"758"	"SGMS2"	"M1"
"759"	"SLC25A27"	"M1"
"760"	"GEN1"	"M1"
"761"	"IFI6"	"Not.Correlated"
"762"	"DAB2"	"M3"
"763"	"RAMP1"	"Not.Correlated"
"764"	"RETREG1"	"M1"
"765"	"RPS4Y1"	"Not.Correlated"
"766"	"SLC45A3"	"M1"
"767"	"VWCE"	"M1"
"768"	"X.105"	"M1"
"769"	"MYC"	"M4"
"770"	"CD36"	"M3"
"771"	"MGP"	"M2"
"772"	"AADAT"	"M1"
"773"	"TRO"	"M1"
"774"	"MPPED1"	"M1"
"775"	"SULT1A2"	"M1"
"776"	"CDH23"	"M1"
"777"	"ABHD15"	"M1"
"778"	"PLIN1"	"M1"
"779"	"SYT12"	"M1"
"780"	"FMO4"	"M1"
"781"	"SLC38A1"	"M1"
"782"	"FSTL3"	"M2"
"783"	"EHD2"	"M2"
"784"	"DDC"	"M1"
"785"	"SEC14L4"	"M1"
"786"	"SHF"	"M1"
"787"	"COQ10A"	"M1"
"788"	"SPTLC3"	"M1"
"789"	"ESR1"	"M1"
"790"	"PLA2G12B"	"M1"
"791"	"ANK3"	"M2"
"792"	"UGT2A3"	"M1"
"793"	"FAM118A"	"Not.Correlated"
"794"	"FCN2"	"M3"
"795"	"SLC17A3"	"M1"
"796"	"GOLM1"	"M1"
"797"	"GPER1"	"M1"
"798"	"ZC3H12A"	"M4"
"799"	"SLC13A3"	"M1"
"800"	"DPP4"	"M1"
"801"	"RCC1"	"M1"
"802"	"NEDD9"	"M1"
"803"	"PDK1"	"M4"
"804"	"MPV17L"	"M1"
"805"	"ACSL4"	"M1"
"806"	"CFAP57"	"M1"
"807"	"S100A11"	"M2"
"808"	"NUGGC"	"M1"
"809"	"TMEM25"	"M1"
"810"	"C1QB"	"M3"
"811"	"TMCO3"	"M1"
"812"	"PLCH2"	"Not.Correlated"
"813"	"INMT"	"M2"
"814"	"IL15RA"	"M1"
"815"	"HLA.DPB1"	"M2"
