"genes"	"modules"
"135"	"CCM2L"	"M1"
"136"	"DAAM2"	"M1"
"137"	"LGMN"	"M3"
"138"	"FSTL1"	"M4"
"139"	"IL32"	"M6"
"140"	"RNASE1"	"M8"
"141"	"SEL1L3"	"M9"
"142"	"LMAN1L"	"Not.Correlated"
"143"	"FCER1G"	"M3"
"144"	"XAF1"	"M3"
"145"	"ALOX5"	"M2"
"146"	"GCA"	"M2"
"147"	"SERPINA5"	"M1"
"148"	"COL6A3"	"M4"
"149"	"HSPA1A"	"M8"
"150"	"HSPD1"	"M8"
"151"	"SMTN"	"M1"
"152"	"CR2"	"M5"
"153"	"MYL9"	"M4"
"154"	"SLC2A3"	"M2"
"155"	"CTSL"	"M3"
"156"	"GAA"	"M3"
"157"	"PIM2"	"M9"
"158"	"CEBPD"	"M6"
"159"	"TGM2"	"M1"
"160"	"MRC1"	"M1"
"161"	"SLCO2B1"	"M3"
"162"	"MXD1"	"M2"
"163"	"DDIT4"	"M6"
"164"	"NPY1R"	"M1"
"165"	"CAV1"	"M8"
"166"	"HCK"	"M3"
"167"	"PGD"	"M2"
"168"	"PER1"	"M6"
"169"	"LTB"	"M5"
"170"	"LILRB2"	"M3"
"171"	"RHOB"	"M1"
"172"	"P3H2"	"M4"
"173"	"BANK1"	"M5"
"174"	"FXYD6"	"M1"
"175"	"PRELP"	"M1"
"176"	"DNASE1L3"	"Not.Correlated"
"177"	"NID1"	"M1"
"178"	"IL1R1"	"M2"
"179"	"SERPINB1"	"M2"
"180"	"ANXA1"	"M2"
"181"	"MMP19"	"M6"
"182"	"IL7R"	"M6"
"183"	"BTNL9"	"M1"
"184"	"SELPLG"	"M3"
"185"	"CXCL1"	"M6"
"186"	"TNFRSF13C"	"M5"
"187"	"MNDA"	"M2"
"188"	"AIF1"	"M3"
"189"	"MMP9"	"M2"
"190"	"PYGL"	"M2"
"191"	"FOSL2"	"M6"
"192"	"HSPA1B"	"M8"
"193"	"FCRL2"	"M5"
"194"	"FCGR2A"	"M2"
"195"	"ITM2C"	"M9"
"196"	"CD19"	"M5"
"197"	"VNN2"	"M2"
"198"	"CLU"	"Not.Correlated"
"199"	"CD163L1"	"M3"
"200"	"TLR2"	"M2"
"201"	"FOS"	"Not.Correlated"
"202"	"CEBPB"	"M2"
"203"	"NCF2"	"M2"
"204"	"IGFBP5"	"Not.Correlated"
"205"	"SEMA3F"	"M8"
"206"	"FSCN1"	"M3"
"207"	"BLK"	"M5"
"208"	"CPVL"	"M3"
"209"	"HSPB1"	"M8"
"210"	"PFKFB3"	"M6"
"211"	"FCGR3B"	"M2"
"212"	"SERPINF1"	"M1"
"213"	"PIK3IP1"	"M6"
"214"	"SIGLEC10"	"M3"
"215"	"IL34"	"M8"
"216"	"PDIA4"	"M9"
"217"	"MZB1"	"M9"
"218"	"CLIC5"	"M4"
"219"	"CLEC3B"	"M8"
"220"	"APLNR"	"M8"
"221"	"C4B"	"Not.Correlated"
"222"	"CMKLR1"	"M3"
"223"	"TIMP1"	"M9"
"224"	"CCN1"	"Not.Correlated"
"225"	"FCRL3"	"M5"
"226"	"NAIP"	"M2"
"227"	"TSPO"	"M2"
"228"	"P2RY13"	"M3"
"229"	"FN1"	"M1"
"230"	"TBXAS1"	"M3"
"231"	"VCAN"	"M2"
"232"	"TNXB"	"M5"
"233"	"MYO7B"	"M5"
"234"	"MMP2"	"M1"
"235"	"CXCL6"	"M4"
"236"	"ADAMTS2"	"M1"
"237"	"GDPD2"	"M4"
"238"	"GSTM2"	"Not.Correlated"
"239"	"CCND2"	"M7"
"240"	"CLEC7A"	"M2"
"241"	"EXOSC7"	"M8"
"242"	"ADAM28"	"M5"
"243"	"C4A"	"Not.Correlated"
"244"	"NIBAN3"	"M5"
"245"	"RGS1"	"M6"
"246"	"NUDT16"	"M6"
"247"	"S100A4"	"M2"
"248"	"HYOU1"	"M9"
"249"	"ADGRE2"	"M3"
"250"	"CFP"	"M3"
"251"	"LIFR"	"M1"
"252"	"MYC"	"M5"
"253"	"HIF3A"	"M1"
"254"	"PIM1"	"M7"
"255"	"NNMT"	"M1"
"256"	"CSF1"	"M4"
"257"	"GCLC"	"M3"
"258"	"BLVRB"	"M3"
"259"	"SLC16A3"	"M2"
"260"	"PLAC8"	"M1"
"261"	"ERAP2"	"Not.Correlated"
"262"	"S100A12"	"M2"
"263"	"HOMER3"	"M6"
"264"	"CCL5"	"M1"
"265"	"AQP9"	"M2"
"266"	"APOBR"	"M2"
"267"	"CP"	"M4"
"268"	"FAM153A"	"M1"
"269"	"KLRK1"	"Not.Correlated"
"270"	"ALPL"	"M2"
"271"	"TENT5C"	"M9"
"272"	"COL7A1"	"M1"
"273"	"CD93"	"M3"
"274"	"IL2RB"	"M6"
"275"	"TXNDC11"	"M9"
"276"	"TNC"	"M4"
"277"	"OLFML2A"	"M8"
"278"	"PRF1"	"Not.Correlated"
"279"	"AQP3"	"Not.Correlated"
"280"	"ITGAM"	"M2"
"281"	"KLRC4.KLRK1"	"Not.Correlated"
"282"	"JUN"	"Not.Correlated"
"283"	"MERTK"	"M3"
"284"	"TCIM"	"M2"
"285"	"TCF21"	"M4"
"286"	"SLC9A5"	"M2"
"287"	"IL18RAP"	"M2"
"288"	"MGP"	"M1"
"289"	"LILRB3"	"M2"
"290"	"ABCA8"	"M5"
"291"	"ELN"	"M1"
"292"	"UPP1"	"M2"
"293"	"FRZB"	"M4"
"294"	"ACKR3"	"Not.Correlated"
"295"	"KLRD1"	"Not.Correlated"
"296"	"NOTCH3"	"M3"
"297"	"IL1R2"	"M2"
"298"	"LRRC25"	"M3"
"299"	"SPOCK2"	"M5"
"300"	"SOCS3"	"Not.Correlated"
"301"	"ARRDC3"	"M8"
"302"	"SLC7A8"	"M3"
"303"	"FCRL1"	"M5"
"304"	"IGSF6"	"M3"
"305"	"LTF"	"M7"
"306"	"VSIG4"	"M3"
"307"	"ELL2"	"M9"
"308"	"SLC17A9"	"M9"
"309"	"SULT1A1"	"M3"
"310"	"FKBP11"	"M9"
"311"	"DTX1"	"M5"
"312"	"CD14"	"M3"
"313"	"SEMA3D"	"M8"
"314"	"AKAP12"	"M1"
"315"	"SEC11C"	"M9"
"316"	"ENPP2"	"M3"
"317"	"CD38"	"M9"
"318"	"ADGRL2"	"M1"
"319"	"ITGB7"	"M1"
"320"	"LILRA5"	"M2"
"321"	"FBN1"	"M1"
"322"	"THBD"	"M3"
"323"	"IRF4"	"M9"
"324"	"NIBAN1"	"M2"
"325"	"TLE2"	"M1"
"326"	"MCAM"	"Not.Correlated"
"327"	"NPL"	"M3"
"328"	"LRRC32"	"Not.Correlated"
"329"	"DNAJB1"	"M8"
"330"	"CPM"	"M3"
"331"	"TBX2"	"M1"
"332"	"SLCO2A1"	"Not.Correlated"
"333"	"X.181"	"Not.Correlated"
"334"	"ALOX5AP"	"M2"
"335"	"HSPH1"	"M8"
"336"	"CCDC80"	"M4"
"337"	"PFKFB2"	"M2"
"338"	"SLAMF7"	"M9"
"339"	"GBP1"	"M6"
"340"	"KCNT1"	"Not.Correlated"
"341"	"CRISPLD2"	"M1"
"342"	"SAMSN1"	"M2"
"343"	"FCN1"	"M2"
"344"	"MRC2"	"M4"
"345"	"LMCD1"	"M1"
"346"	"ADGRG3"	"M2"
"347"	"ANPEP"	"M2"
"348"	"CST7"	"M2"
"349"	"RPL9"	"Not.Correlated"
"350"	"LILRA6"	"M2"
"351"	"C5AR1"	"M6"
"352"	"NFAM1"	"M2"
"353"	"PTP4A3"	"M9"
"354"	"TLR10"	"M5"
"355"	"DEFA1"	"M7"
"356"	"TSPAN7"	"M8"
"357"	"SECTM1"	"M3"
"358"	"KLF9"	"M6"
"359"	"LAPTM4B"	"M4"
"360"	"TMEM176B"	"M4"
"361"	"SORT1"	"M3"
"362"	"PLTP"	"M3"
"363"	"CD69"	"M6"
"364"	"EMP1"	"M1"
"365"	"CXCR1"	"M2"
"366"	"EFEMP1"	"M1"
"367"	"HLA.DOB"	"M5"
"368"	"CXCL16"	"M3"
"369"	"MGAM"	"M2"
"370"	"IGFBP3"	"M2"
"371"	"UPK3BL1"	"Not.Correlated"
"372"	"CD27"	"M5"
"373"	"PDE4B"	"M5"
"374"	"H1.0"	"M1"
"375"	"ARVCF"	"M4"
"376"	"CSF2RB"	"M2"
"377"	"CRYAB"	"M1"
"378"	"SERPINH1"	"M8"
"379"	"IL18"	"M3"
"380"	"MYO7A"	"M1"
"381"	"LPAR2"	"M2"
"382"	"MEST"	"Not.Correlated"
"383"	"RNF144B"	"M3"
"384"	"DEFA3"	"M7"
"385"	"PHLDA1"	"M1"
"386"	"RHOH"	"M5"
"387"	"MS4A4A"	"M3"
"388"	"RBP5"	"M6"
"389"	"ACCS"	"M8"
"390"	"CYP1B1"	"M1"
"391"	"MFGE8"	"M1"
"392"	"MOCS1"	"M1"
"393"	"TBC1D8"	"M3"
"394"	"NFASC"	"M4"
"395"	"LAMC3"	"M4"
"396"	"AXL"	"M3"
"397"	"FILIP1L"	"M1"
"398"	"SEMA6A"	"M7"
"399"	"WHRN"	"M2"
"400"	"ENPEP"	"M1"
"401"	"ITGA8"	"M4"
"402"	"DERL3"	"M9"
"403"	"ACKR1"	"M7"
"404"	"PRDM1"	"M9"
"405"	"EPS8"	"M1"
"406"	"HSPA12B"	"Not.Correlated"
"407"	"DEFA1B"	"M7"
"408"	"FKBP4"	"M8"
"409"	"ACACB"	"M1"
"410"	"MANF"	"M9"
"411"	"DKK3"	"M4"
"412"	"TRIB1"	"M3"
"413"	"C1QTNF1"	"M7"
"414"	"LILRA2"	"M3"
"415"	"ITGA7"	"Not.Correlated"
"416"	"NDRG4"	"M1"
"417"	"HECW2"	"M8"
"418"	"TCN2"	"M8"
"419"	"PAX5"	"M5"
"420"	"ANTXR1"	"M4"
"421"	"TPO"	"M7"
"422"	"AGFG2"	"M7"
"423"	"APOC1"	"M3"
"424"	"COL14A1"	"M4"
"425"	"CYBRD1"	"M1"
"426"	"RPS28"	"Not.Correlated"
"427"	"RARRES2"	"M4"
"428"	"RGS5"	"M1"
"429"	"F8"	"M1"
"430"	"IL18R1"	"M2"
"431"	"SMOC1"	"M8"
"432"	"RASGRP4"	"M2"
"433"	"ANK3"	"M1"
"434"	"SIGLEC1"	"Not.Correlated"
"435"	"X.28"	"M2"
"436"	"FCER2"	"M5"
"437"	"PLAU"	"M4"
"438"	"DPEP2"	"M2"
"439"	"KPNA2"	"M7"
"440"	"ANK2"	"M4"
"441"	"NKG7"	"M1"
"442"	"SEMA4A"	"M2"
"443"	"PTH1R"	"M1"
"444"	"PLBD1"	"M2"
"445"	"BCL2A1"	"M2"
"446"	"NDUFA4L2"	"M4"
"447"	"COL5A2"	"M4"
"448"	"FCRLA"	"M5"
"449"	"ITK"	"M6"
"450"	"FDXR"	"Not.Correlated"
"451"	"SIRPB2"	"M2"
"452"	"RNASE6"	"M6"
"453"	"CD180"	"M9"
"454"	"TNFRSF13B"	"M5"
"455"	"SVEP1"	"M4"
"456"	"GGT5"	"M1"
"457"	"FAM118A"	"Not.Correlated"
"458"	"SLC16A9"	"Not.Correlated"
"459"	"IFI44L"	"M6"
"460"	"SLIT2"	"Not.Correlated"
"461"	"PDLIM3"	"M4"
"462"	"SYNPO2"	"M4"
"463"	"MSRB1"	"M2"
"464"	"PRDX4"	"M9"
"465"	"PXDN"	"M5"
"466"	"EPB41L3"	"M3"
"467"	"APOBEC3A"	"M2"
"468"	"NR4A1"	"M2"
"469"	"RGL3"	"M1"
"470"	"GNLY"	"Not.Correlated"
"471"	"GABRE"	"M8"
"472"	"CCR1"	"M3"
"473"	"SCD"	"M3"
"474"	"CREB5"	"M2"
"475"	"BMF"	"M6"
"476"	"FUCA1"	"M3"
"477"	"CDH5"	"M1"
"478"	"CCL21"	"M2"
"479"	"NFE2"	"M2"
"480"	"MT2A"	"M1"
"481"	"LHFPL6"	"M1"
"482"	"GSTM4"	"Not.Correlated"
"483"	"CRELD1"	"M8"
"484"	"NGFR"	"M4"
"485"	"CFAP91"	"M1"
"486"	"GSDMC"	"Not.Correlated"
"487"	"CXCR2"	"M2"
"488"	"RERG"	"M1"
"489"	"ISLR"	"M4"
"490"	"IGFBP6"	"M1"
"491"	"LMOD1"	"M1"
"492"	"FLRT2"	"Not.Correlated"
"493"	"SLC45A3"	"M5"
"494"	"WASHC1"	"Not.Correlated"
"495"	"HSPA6"	"M2"
"496"	"DUSP2"	"M6"
"497"	"STMN1"	"M7"
"498"	"CLEC4E"	"M2"
"499"	"H2AC6"	"M8"
"500"	"PDK1"	"M9"
"501"	"TFPI"	"M1"
"502"	"SIRPB1"	"M2"
"503"	"ADAMTS5"	"Not.Correlated"
"504"	"SDC4"	"M1"
"505"	"USP53"	"M6"
"506"	"HSPA2"	"M1"
"507"	"DDX11"	"Not.Correlated"
"508"	"CXCL14"	"M4"
"509"	"CD177"	"M2"
"510"	"HSD17B6"	"M8"
"511"	"TMEM176A"	"M4"
"512"	"HLA.DQA2"	"Not.Correlated"
"513"	"CTSF"	"M1"
"514"	"COL4A3"	"M5"
"515"	"ABCC3"	"M3"
"516"	"GPR183"	"M5"
"517"	"HRH2"	"M2"
"518"	"PLCXD1"	"M2"
"519"	"CCDC3"	"M4"
"520"	"SMPDL3A"	"M3"
"521"	"CCND1"	"M6"
"522"	"GPC1"	"M1"
"523"	"GSDMB"	"M8"
"524"	"LAMA2"	"M1"
"525"	"CPNE5"	"M9"
"526"	"HID1"	"M9"
"527"	"CDKN1A"	"Not.Correlated"
"528"	"DEPP1"	"M1"
"529"	"SEC16B"	"M1"
"530"	"ID1"	"M2"
"531"	"PADI2"	"M2"
"532"	"C3AR1"	"M3"
"533"	"CFH"	"M4"
"534"	"OLFM1"	"M1"
"535"	"RNF150"	"M1"
"536"	"ADAMTS1"	"M1"
"537"	"C5AR2"	"M3"
"538"	"CNTFR"	"M1"
"539"	"HSPE1"	"M8"
"540"	"MYBL2"	"M7"
"541"	"RASL11B"	"M1"
"542"	"PTAFR"	"M3"
"543"	"CCL4"	"M1"
"544"	"LILRA1"	"M3"
"545"	"CLDN5"	"M1"
"546"	"KCNMA1"	"M3"
"547"	"CHRDL1"	"M1"
"548"	"OAS3"	"M6"
"549"	"FAM110B"	"M8"
"550"	"P2RY6"	"M6"
"551"	"LILRB4"	"M2"
"552"	"EDNRB"	"M1"
"553"	"SSC5D"	"M1"
"554"	"ITIH4"	"M2"
"555"	"MCEMP1"	"M2"
"556"	"SIGLEC14"	"M2"
"557"	"CES1"	"Not.Correlated"
"558"	"TLR8"	"M3"
"559"	"TCF7"	"M1"
"560"	"COL12A1"	"M4"
"561"	"C11orf96"	"M4"
"562"	"PRICKLE4"	"M2"
"563"	"ENAM"	"M9"
"564"	"GPM6B"	"M1"
"565"	"BORCS7.ASMT"	"M5"
"566"	"HTRA1"	"M4"
"567"	"X.277"	"M1"
"568"	"TBC1D16"	"M6"
"569"	"SLC7A5"	"M7"
"570"	"IFI6"	"Not.Correlated"
"571"	"DES"	"M1"
"572"	"CD300LF"	"M3"
"573"	"SULT1B1"	"M2"
"574"	"CPLX1"	"Not.Correlated"
"575"	"DUSP5"	"M2"
"576"	"PARM1"	"M2"
"577"	"UAP1"	"M9"
"578"	"CLEC12A"	"M2"
"579"	"FLVCR2"	"M3"
"580"	"ALDH3B1"	"M3"
"581"	"WT1"	"M1"
"582"	"HLA.G"	"Not.Correlated"
"583"	"NRGN"	"Not.Correlated"
"584"	"SLIT3"	"M4"
"585"	"SIGLEC11"	"Not.Correlated"
"586"	"PLA2G15"	"M3"
"587"	"STC2"	"M4"
"588"	"EPOR"	"M1"
"589"	"SDC1"	"M9"
"590"	"MKI67"	"M7"
"591"	"SSTR2"	"M1"
"592"	"DNAJA4"	"M8"
"593"	"SMIM3"	"M1"
"594"	"LY9"	"M5"
"595"	"PLEKHH2"	"M4"
"596"	"LTB4R2"	"M8"
"597"	"PNPLA7"	"M1"
"598"	"IER3"	"Not.Correlated"
"599"	"NME1"	"M9"
"600"	"CCR2"	"M9"
"601"	"PADI4"	"M2"
"602"	"AFF3"	"M5"
"603"	"ANXA3"	"M2"
"604"	"KAZALD1"	"M4"
"605"	"INKA2"	"M2"
"606"	"MSR1"	"M3"
"607"	"RBP7"	"M1"
"608"	"CRHBP"	"M8"
"609"	"CCR7"	"M5"
"610"	"OSCAR"	"M2"
"611"	"MYOF"	"M3"
"612"	"SDF2L1"	"M9"
"613"	"GZMK"	"M1"
"614"	"CRACR2B"	"M9"
"615"	"STEAP4"	"M2"
"616"	"FMOD"	"M4"
"617"	"VSTM2L"	"Not.Correlated"
"618"	"TNFRSF6B"	"Not.Correlated"
"619"	"PLCH2"	"M5"
"620"	"PPP1R14A"	"M4"
"621"	"PRSS23"	"M4"
"622"	"PROX1"	"M2"
"623"	"AS3MT"	"M5"
"624"	"ETV5"	"M3"
"625"	"C11orf21"	"M8"
"626"	"LRRC37A2"	"Not.Correlated"
"627"	"KIF19"	"Not.Correlated"
"628"	"FSTL3"	"M1"
"629"	"SCN9A"	"Not.Correlated"
"630"	"SYTL3"	"M6"
"631"	"MS4A14"	"Not.Correlated"
"632"	"FAM20A"	"M2"
"633"	"NFATC4"	"M7"
"634"	"NRCAM"	"M1"
"635"	"PDE3B"	"M6"
"636"	"EGR1"	"Not.Correlated"
"637"	"SLITRK2"	"M1"
"638"	"CNR2"	"M5"
"639"	"X.16"	"M2"
"640"	"TYRO3"	"M1"
"641"	"MEFV"	"M2"
"642"	"LMNB1"	"M7"
"643"	"METRNL"	"M6"
"644"	"SLC15A2"	"M8"
"645"	"SYTL4"	"M1"
"646"	"CCL3"	"M1"
"647"	"MSRB3"	"M4"
"648"	"GPNMB"	"M3"
"649"	"ADAMTS9"	"Not.Correlated"
"650"	"DENND2A"	"M4"
"651"	"SFRP4"	"M4"
"652"	"WSCD1"	"M1"
"653"	"S1PR3"	"M4"
"654"	"EGFR"	"M1"
"655"	"CCR6"	"M5"
"656"	"CYSTM1"	"M2"
"657"	"NAV3"	"M1"
"658"	"NOX5"	"M8"
"659"	"CSGALNACT1"	"M6"
"660"	"KLRB1"	"Not.Correlated"
"661"	"MFAP4"	"M4"
"662"	"SLC2A1"	"M7"
"663"	"RGS18"	"M2"
"664"	"BCL11A"	"M5"
"665"	"ADGRE1"	"M3"
"666"	"SERPINE2"	"M4"
"667"	"AOC3"	"M4"
"668"	"SLC5A3"	"M8"
"669"	"H2AX"	"M7"
"670"	"SLC1A3"	"M3"
"671"	"GPR182"	"Not.Correlated"
"672"	"CD24"	"M5"
"673"	"GZMA"	"M1"
"674"	"SCUBE1"	"Not.Correlated"
"675"	"MARCO"	"M3"
"676"	"SDC2"	"M4"
"677"	"EMILIN2"	"M2"
"678"	"GALNT3"	"M4"
"679"	"MAMDC2"	"M1"
"680"	"RFLNB"	"M2"
"681"	"TCL1A"	"M5"
"682"	"NKD2"	"M8"
"683"	"CAPG"	"M2"
"684"	"FIGN"	"M4"
"685"	"IRAG1"	"M1"
"686"	"SLC38A11"	"M5"
"687"	"RIPOR3"	"M1"
"688"	"KIF17"	"M8"
"689"	"CDK5R1"	"M5"
"690"	"SPIB"	"M5"
"691"	"NBL1"	"M4"
"692"	"FZD8"	"M4"
"693"	"LPAR1"	"M1"
"694"	"H2BC21"	"M8"
"695"	"SIGLEC5"	"M2"
"696"	"SH3PXD2B"	"M6"
"697"	"ATF5"	"M9"
"698"	"ARHGAP28"	"M1"
"699"	"IFITM10"	"M1"
"700"	"ADRA2C"	"M1"
"701"	"CPB1"	"Not.Correlated"
"702"	"GFRA2"	"M3"
"703"	"X.158"	"Not.Correlated"
"704"	"GSTM1"	"Not.Correlated"
"705"	"STAP1"	"M5"
"706"	"KCNJ2"	"M3"
"707"	"ITGAD"	"Not.Correlated"
"708"	"PRAM1"	"M2"
"709"	"SLC22A18"	"M2"
"710"	"NUPR1"	"M4"
"711"	"MYBL1"	"M1"
"712"	"KCNJ15"	"M2"
"713"	"DHRS2"	"Not.Correlated"
"714"	"LDLR"	"Not.Correlated"
"715"	"FPR2"	"M2"
"716"	"GPIHBP1"	"M6"
"717"	"CSPG4"	"M1"
"718"	"MFRP"	"M7"
"719"	"C1QTNF5"	"M7"
"720"	"SLC6A8"	"M1"
"721"	"GALNT16"	"M4"
"722"	"GALNT15"	"M1"
"723"	"CD1C"	"M5"
"724"	"CD300E"	"M2"
"725"	"CFB"	"M4"
"726"	"COL16A1"	"M4"
"727"	"IRS2"	"M6"
"728"	"SEMA3A"	"M5"
"729"	"SIGLEC12"	"M3"
"730"	"TMEM37"	"M3"
"731"	"FHL2"	"M1"
"732"	"EPDR1"	"M4"
"733"	"CDC7"	"M6"
"734"	"CDH3"	"M4"
"735"	"FAXDC2"	"M1"
"736"	"BHLHE41"	"M5"
"737"	"CETP"	"M3"
"738"	"ADM"	"M2"
"739"	"X.247"	"M1"
"740"	"NLRC4"	"M2"
"741"	"LAG3"	"M3"
"742"	"LRG1"	"M2"
"743"	"SIK1"	"M9"
"744"	"MCM4"	"M7"
"745"	"CHPF"	"M9"
"746"	"LCN10"	"M5"
"747"	"NPNT"	"M1"
"748"	"PLA2G7"	"M3"
"749"	"SPON1"	"M1"
"750"	"ID4"	"M4"
"751"	"KLHL14"	"M9"
"752"	"ADA"	"M1"
"753"	"SOD3"	"M1"
"754"	"SLC39A14"	"M8"
"755"	"KCNN4"	"M5"
"756"	"BAMBI"	"M4"
"757"	"GPR34"	"M3"
"758"	"CD83"	"M5"
"759"	"TNFRSF21"	"M3"
"760"	"ATOH8"	"M1"
"761"	"PLA2G4C"	"M6"
"762"	"IGF2"	"M1"
"763"	"F13A1"	"M3"
"764"	"SMN2"	"Not.Correlated"
"765"	"CITED4"	"M5"
"766"	"ITM2A"	"M9"
"767"	"MMP15"	"M8"
"768"	"C1orf198"	"M4"
"769"	"TNFSF13B"	"M2"
"770"	"KCNJ10"	"M3"
"771"	"ZBP1"	"M9"
"772"	"DMTN"	"M7"
"773"	"ART4"	"M1"
"774"	"TXK"	"M6"
"775"	"SIGLEC9"	"M3"
"776"	"ARHGAP6"	"M1"
"777"	"IMPA2"	"M2"
"778"	"CYP4F3"	"M2"
"779"	"X.21"	"M5"
"780"	"FRAT1"	"M2"
"781"	"NATD1"	"M2"
"782"	"DGAT2"	"M2"
"783"	"RNF165"	"Not.Correlated"
"784"	"GAPT"	"M5"
"785"	"PID1"	"M3"
"786"	"ST14"	"M2"
"787"	"SPRY4"	"M4"
"788"	"CLMP"	"M1"
"789"	"EBI3"	"M3"
"790"	"MDK"	"M4"
"791"	"CD276"	"M6"
"792"	"VNN1"	"M2"
"793"	"FBLN1"	"M1"
"794"	"CD244"	"M6"
"795"	"BAALC"	"M5"
"796"	"SRXN1"	"M3"
"797"	"HLA.DQB2"	"Not.Correlated"
"798"	"ARG1"	"M2"
"799"	"ADAM33"	"M4"
"800"	"ADAMTS7"	"M2"
"801"	"ITIH3"	"Not.Correlated"
"802"	"GADD45A"	"M2"
"803"	"CTSW"	"M1"
"804"	"CCL24"	"M3"
"805"	"GLT1D1"	"M2"
"806"	"KCNE3"	"M2"
"807"	"X.218"	"M3"
"808"	"ARHGAP10"	"M1"
