"genes"	"modules"
"158"	"C1R"	"M2"
"159"	"CADPS"	"M1"
"160"	"CES4A"	"M1"
"161"	"SYT7"	"M1"
"162"	"FBXO31"	"M1"
"163"	"KCNH2"	"M1"
"164"	"SYT4"	"M1"
"165"	"IER2"	"Not.Correlated"
"166"	"KSR2"	"M1"
"167"	"FBXO2"	"M1"
"168"	"BCL6"	"M3"
"169"	"ATP8A2"	"M1"
"170"	"PDK4"	"Not.Correlated"
"171"	"THBS1"	"M3"
"172"	"VMP1"	"M3"
"173"	"TGFBR3L"	"M1"
"174"	"VGF"	"M1"
"175"	"MAPT"	"M1"
"176"	"C14orf132"	"M1"
"177"	"FSHB"	"M1"
"178"	"CDKN1A"	"M3"
"179"	"ATP1B3"	"M3"
"180"	"PTP4A1"	"M3"
"181"	"PRR36"	"M1"
"182"	"FBLN1"	"M2"
"183"	"TMEM179"	"M1"
"184"	"SCN3B"	"M1"
"185"	"SBNO2"	"M3"
"186"	"C4B"	"M2"
"187"	"CRYAB"	"Not.Correlated"
"188"	"ID3"	"M2"
"189"	"DKK3"	"M2"
"190"	"DNM1"	"M1"
"191"	"FSTL1"	"M2"
"192"	"C1S"	"M2"
"193"	"IGFBP6"	"M2"
"194"	"TBX19"	"M1"
"195"	"SERPINA3"	"M3"
"196"	"C4A"	"M2"
"197"	"DNAJA4"	"Not.Correlated"
"198"	"NELL2"	"M1"
"199"	"COL4A3"	"M1"
"200"	"PCLO"	"M1"
"201"	"HLA.DRA"	"M2"
"202"	"WARS1"	"M1"
"203"	"UNC79"	"M1"
"204"	"HLA.DRB1"	"M2"
"205"	"STX1A"	"M1"
"206"	"NR4A2"	"Not.Correlated"
"207"	"TGFBI"	"Not.Correlated"
"208"	"SCG3"	"M1"
"209"	"GRIA2"	"M1"
"210"	"SLC2A3"	"M3"
"211"	"EPHX1"	"M2"
"212"	"PPFIA3"	"M1"
"213"	"MRC2"	"M2"
"214"	"X.244"	"M3"
"215"	"LAMB2"	"M2"
"216"	"EPCAM"	"M1"
"217"	"SPTB"	"M1"
"218"	"COL11A2"	"M1"
"219"	"CNR1"	"M1"
"220"	"TLE4"	"M1"
"221"	"TAGLN2"	"M3"
"222"	"NPNT"	"M2"
"223"	"RAP1GAP"	"M1"
"224"	"HBA1"	"Not.Correlated"
"225"	"S100A6"	"M3"
"226"	"ACTN1"	"M3"
"227"	"NEDD4L"	"M1"
"228"	"TENT5A"	"M1"
"229"	"SLC6A17"	"M1"
"230"	"SLC25A25"	"Not.Correlated"
"231"	"RALGAPA2"	"M2"
"232"	"INA"	"M1"
"233"	"C5AR1"	"M1"
"234"	"ERN1"	"M1"
"235"	"NMNAT2"	"M1"
"236"	"PCK1"	"M1"
"237"	"COL4A4"	"M1"
"238"	"MFAP4"	"M2"
"239"	"SLPI"	"Not.Correlated"
"240"	"RAB3B"	"M1"
"241"	"NIPAL2"	"M1"
"242"	"DEPP1"	"Not.Correlated"
"243"	"COL4A5"	"M2"
"244"	"ID1"	"M2"
"245"	"ARFGEF3"	"M1"
"246"	"PDLIM5"	"M2"
"247"	"FBXL16"	"M1"
"248"	"TPPP"	"M1"
"249"	"RDH10"	"M3"
"250"	"ADAMTS1"	"M3"
"251"	"GPC3"	"M2"
"252"	"MCOLN3"	"M1"
"253"	"CYBRD1"	"M2"
"254"	"ATP1B2"	"M2"
"255"	"IGF2"	"Not.Correlated"
"256"	"SAMHD1"	"M2"
"257"	"CHI3L1"	"M3"
"258"	"NAALAD2"	"M1"
"259"	"NAMPT"	"M3"
"260"	"ZNF667"	"M1"
"261"	"PLVAP"	"Not.Correlated"
"262"	"ST8SIA3"	"M1"
"263"	"PDGFRB"	"M2"
"264"	"SYT5"	"M1"
"265"	"DIRAS3"	"M1"
"266"	"SPTBN2"	"M1"
"267"	"CDC42EP4"	"M1"
"268"	"FAM118A"	"Not.Correlated"
"269"	"DRD2"	"M1"
"270"	"CHST8"	"M1"
"271"	"TNFRSF1A"	"M3"
"272"	"CSRNP1"	"M3"
"273"	"METTL7A"	"M2"
"274"	"MAL2"	"M1"
"275"	"STAT6"	"M2"
"276"	"CHRNE"	"M1"
"277"	"DNER"	"M1"
"278"	"ZDHHC11B"	"M1"
"279"	"ATCAY"	"M1"
"280"	"ZFP36L2"	"M2"
"281"	"COL4A2"	"M3"
"282"	"MAST1"	"M1"
"283"	"CAVIN1"	"M2"
"284"	"IFITM2"	"M3"
"285"	"BOC"	"M2"
"286"	"LHX3"	"M1"
"287"	"GABRB3"	"M1"
"288"	"MAPK13"	"M1"
"289"	"HLA.DPA1"	"M2"
"290"	"CACNA1D"	"M1"
"291"	"VEGFA"	"M3"
"292"	"CITED1"	"M1"
"293"	"POU1F1"	"M1"
"294"	"ADAM28"	"M1"
"295"	"ARC"	"Not.Correlated"
"296"	"EPB41L2"	"M2"
"297"	"KCNH3"	"M1"
"298"	"SDC4"	"M3"
"299"	"PPP1R15A"	"M3"
"300"	"PRELP"	"M2"
"301"	"SPATS2L"	"M2"
"302"	"ANTXR1"	"M2"
"303"	"PALLD"	"M2"
"304"	"STEAP4"	"Not.Correlated"
"305"	"SYNM"	"M2"
"306"	"SYNPO"	"M2"
"307"	"SLIT1"	"M1"
"308"	"C12orf60"	"Not.Correlated"
"309"	"RGS16"	"Not.Correlated"
"310"	"MXRA8"	"M2"
"311"	"LGALS1"	"M2"
"312"	"LGALS3"	"M2"
"313"	"RPGR"	"M2"
"314"	"ENPP1"	"M1"
"315"	"ADH1B"	"Not.Correlated"
"316"	"GNG4"	"M1"
"317"	"SLC7A14"	"M1"
"318"	"PPP2R2C"	"M1"
"319"	"SLC6A6"	"Not.Correlated"
"320"	"SMPD3"	"M1"
"321"	"APOE"	"M2"
"322"	"C3"	"M2"
"323"	"PPL"	"M1"
"324"	"GJA1"	"M3"
"325"	"ID4"	"M2"
"326"	"RAB3C"	"M1"
"327"	"THNSL2"	"Not.Correlated"
"328"	"QKI"	"M2"
"329"	"FAM153A"	"M1"
"330"	"COL4A1"	"M3"
"331"	"LMO3"	"Not.Correlated"
"332"	"SRGN"	"M3"
"333"	"PLPP3"	"M2"
"334"	"SCN8A"	"M1"
"335"	"C11orf96"	"M3"
"336"	"B4GALNT3"	"M1"
"337"	"X.162"	"Not.Correlated"
"338"	"MT2A"	"M3"
"339"	"TAGLN3"	"M1"
"340"	"KCNQ2"	"M1"
"341"	"C7"	"M2"
"342"	"CREM"	"M3"
"343"	"HIF3A"	"M1"
"344"	"DNAJC6"	"M1"
"345"	"C17orf107"	"M1"
"346"	"RPL9"	"Not.Correlated"
"347"	"NR1D1"	"Not.Correlated"
"348"	"ATP1A2"	"M2"
"349"	"FAIM2"	"M2"
"350"	"SERPINF1"	"Not.Correlated"
"351"	"MBP"	"Not.Correlated"
"352"	"NFIX"	"M2"
"353"	"TMEM30B"	"M1"
"354"	"TUBA1C"	"M1"
"355"	"CELF4"	"M1"
"356"	"ITGA7"	"M2"
"357"	"ABCA8"	"M2"
"358"	"DUSP26"	"M1"
"359"	"SPIRE2"	"M1"
"360"	"RAP1GAP2"	"M1"
"361"	"NAT8L"	"M2"
"362"	"SYN1"	"M1"
"363"	"GADD45G"	"M1"
"364"	"ASIC4"	"M1"
"365"	"RADX"	"M1"
"366"	"MYL9"	"M2"
"367"	"STC1"	"M3"
"368"	"CCN1"	"M2"
"369"	"SORBS1"	"M1"
"370"	"AMPH"	"M1"
"371"	"CTSC"	"M2"
"372"	"GPC4"	"Not.Correlated"
"373"	"CBARP"	"Not.Correlated"
"374"	"PLCH2"	"M1"
"375"	"CLIC4"	"M2"
"376"	"MEST"	"Not.Correlated"
"377"	"IFITM1"	"M3"
"378"	"PCOLCE2"	"M1"
"379"	"TENM1"	"M1"
"380"	"KIF1C"	"M1"
"381"	"SIK1"	"M3"
"382"	"KRBA1"	"M2"
"383"	"XAF1"	"M2"
"384"	"NRSN1"	"M1"
"385"	"LAMC3"	"Not.Correlated"
"386"	"SIX6"	"M1"
"387"	"THBS4"	"Not.Correlated"
"388"	"ISLR"	"M2"
"389"	"ANKRD39"	"M1"
"390"	"DPYSL3"	"M2"
"391"	"SSC5D"	"M1"
"392"	"SULF1"	"Not.Correlated"
"393"	"KCNH8"	"M1"
"394"	"BAG3"	"M3"
"395"	"ZFR2"	"M1"
"396"	"KANK2"	"M2"
"397"	"SERPINH1"	"M3"
"398"	"FBXO32"	"Not.Correlated"
"399"	"EMP1"	"M3"
"400"	"ELN"	"Not.Correlated"
"401"	"ZDHHC11"	"M2"
"402"	"SLC16A2"	"M2"
"403"	"ELMO3"	"M1"
"404"	"CAMKK1"	"M1"
"405"	"SOCS3"	"M3"
"406"	"RAB26"	"M1"
"407"	"SPINT1"	"M1"
"408"	"KCNMA1"	"M2"
"409"	"RPH3AL"	"M1"
"410"	"ADA2"	"Not.Correlated"
"411"	"C1RL"	"M3"
"412"	"DIRAS1"	"M1"
"413"	"RIMS2"	"M1"
"414"	"CDK5R2"	"M1"
"415"	"EYA1"	"M1"
"416"	"COL4A6"	"M2"
"417"	"VWA7"	"M1"
"418"	"VWA5B2"	"M1"
"419"	"SYT13"	"M1"
"420"	"NR2F2"	"M2"
"421"	"SLC5A3"	"M2"
"422"	"TUBB3"	"M2"
"423"	"NOTCH3"	"M2"
"424"	"FGFRL1"	"M1"
"425"	"SH3GL2"	"M1"
"426"	"S1PR3"	"Not.Correlated"
"427"	"PDLIM3"	"Not.Correlated"
"428"	"ESPN"	"M1"
"429"	"HES1"	"Not.Correlated"
"430"	"BCAT1"	"M1"
"431"	"GCK"	"M1"
"432"	"EFEMP1"	"M2"
"433"	"SRRM3"	"M1"
"434"	"ERBB2"	"M2"
"435"	"KDR"	"M2"
"436"	"ADGRA2"	"M2"
"437"	"RCAN1"	"M1"
"438"	"TMC4"	"M1"
"439"	"FAM167A"	"M1"
"440"	"MYH11"	"M2"
"441"	"TUBB2B"	"Not.Correlated"
"442"	"MYT1L"	"M1"
"443"	"CELSR1"	"Not.Correlated"
"444"	"ALDH1A2"	"M1"
"445"	"NTRK2"	"M2"
"446"	"PLEKHA4"	"M1"
"447"	"KCNAB2"	"M1"
"448"	"PCSK1"	"M1"
"449"	"GGT5"	"M2"
"450"	"CLDN11"	"M2"
"451"	"FLT1"	"M3"
"452"	"WWTR1"	"M3"
"453"	"THBD"	"Not.Correlated"
"454"	"MCAM"	"M3"
"455"	"VEPH1"	"M1"
"456"	"CCN2"	"M2"
"457"	"CDH1"	"M1"
"458"	"SFRP2"	"M2"
"459"	"VWA3A"	"M1"
"460"	"CFH"	"M2"
"461"	"NOTCH2"	"M2"
"462"	"SLC7A5"	"M3"
"463"	"TUBB2A"	"Not.Correlated"
"464"	"ITPRIP"	"M3"
"465"	"EMILIN1"	"M2"
"466"	"SLCO2A1"	"M2"
"467"	"CEMIP2"	"M3"
"468"	"LRRC37A2"	"Not.Correlated"
"469"	"MTHFD2"	"M3"
"470"	"ATP1A3"	"M1"
"471"	"DOCK11"	"M1"
"472"	"FMOD"	"M2"
"473"	"ST14"	"M1"
"474"	"LAMA2"	"M2"
"475"	"GLS2"	"M1"
"476"	"TBC1D8"	"Not.Correlated"
"477"	"MYO5B"	"M1"
"478"	"TNS3"	"M2"
"479"	"COL3A1"	"M2"
"480"	"STAT4"	"M1"
"481"	"SGK1"	"M2"
"482"	"CDC42BPG"	"M1"
"483"	"PLTP"	"M2"
"484"	"WFDC2"	"M1"
"485"	"HFM1"	"M1"
"486"	"THY1"	"M1"
"487"	"SPRY1"	"M3"
"488"	"ATG9B"	"M2"
"489"	"ACTA2"	"M2"
"490"	"ECRG4"	"Not.Correlated"
"491"	"PTPRB"	"M2"
"492"	"INSM1"	"M1"
"493"	"CP"	"M2"
"494"	"HES6"	"M1"
"495"	"GRAMD1C"	"M1"
"496"	"SIX3"	"M2"
"497"	"SUSD4"	"M1"
"498"	"ELMOD1"	"M1"
"499"	"DHCR24"	"M1"
"500"	"ANKRD23"	"M1"
"501"	"COL6A6"	"M1"
"502"	"PDGFD"	"M1"
"503"	"MT1X"	"M3"
"504"	"PECAM1"	"M2"
"505"	"GDPD5"	"M1"
"506"	"C21orf58"	"M1"
"507"	"KAT2B"	"M2"
"508"	"GEM"	"M3"
"509"	"REPS2"	"M1"
"510"	"ADGRG1"	"M2"
"511"	"CSRNP3"	"M1"
"512"	"IQSEC3"	"M1"
"513"	"CTSH"	"Not.Correlated"
"514"	"SLC9A6"	"M2"
"515"	"HLA.DPB1"	"M2"
"516"	"RXRG"	"M1"
"517"	"HLA.DQB1"	"Not.Correlated"
"518"	"FGFR3"	"Not.Correlated"
"519"	"NES"	"M2"
"520"	"CNIH2"	"M1"
"521"	"GALNT10"	"M2"
"522"	"UBA7"	"M2"
"523"	"NR2F1"	"M2"
"524"	"LRRC32"	"M2"
"525"	"ITPKC"	"M3"
"526"	"GFAP"	"M2"
"527"	"CLTCL1"	"M2"
"528"	"KCNT1"	"M1"
"529"	"RGS1"	"M2"
"530"	"ARHGEF16"	"M1"
"531"	"OSBP2"	"M1"
"532"	"SCD"	"M1"
"533"	"KCNJ5"	"M1"
"534"	"CACNA2D2"	"M1"
"535"	"SCNN1A"	"M1"
"536"	"FAM163A"	"M1"
"537"	"HPS3"	"M2"
"538"	"CRISPLD2"	"M3"
"539"	"SYTL1"	"M1"
"540"	"SYNPO2"	"M2"
"541"	"MERTK"	"Not.Correlated"
"542"	"SVOP"	"M1"
"543"	"SPOCK1"	"M1"
"544"	"DPP6"	"M1"
"545"	"MAP3K6"	"M3"
"546"	"TRIM22"	"M2"
"547"	"C1orf115"	"M1"
"548"	"NTRK3"	"Not.Correlated"
"549"	"CARMIL3"	"M1"
"550"	"INF2"	"M2"
"551"	"LRRC10B"	"M1"
"552"	"ICA1"	"M1"
"553"	"SIX1"	"M1"
"554"	"CACNA1B"	"M1"
"555"	"FSTL3"	"M3"
"556"	"YAP1"	"M2"
"557"	"RGMB"	"M2"
"558"	"GSTM1"	"Not.Correlated"
"559"	"BTG3"	"M2"
"560"	"DNAJC12"	"M1"
"561"	"MCTP2"	"M1"
"562"	"IL1R1"	"M3"
"563"	"NR4A3"	"M3"
"564"	"RORC"	"M1"
"565"	"GPM6B"	"M2"
"566"	"PRICKLE2"	"M2"
"567"	"ATF3"	"M3"
"568"	"RAB3A"	"M1"
"569"	"CCN3"	"Not.Correlated"
"570"	"AQP1"	"M3"
"571"	"KLF6"	"M2"
"572"	"PTGDS"	"M2"
"573"	"CDH2"	"M2"
"574"	"QPCT"	"M1"
"575"	"PHLDA1"	"M1"
"576"	"WASF3"	"M2"
"577"	"GBP2"	"M3"
"578"	"ST3GAL5"	"M2"
"579"	"PTPRD"	"M1"
"580"	"TNFAIP2"	"M2"
"581"	"SIPA1L2"	"M1"
"582"	"NEURL1"	"M1"
"583"	"LHFPL4"	"M1"
"584"	"CNTN2"	"M1"
"585"	"REEP1"	"M1"
"586"	"APOL4"	"Not.Correlated"
"587"	"JCAD"	"M2"
"588"	"TNFRSF10B"	"M3"
"589"	"TNFRSF12A"	"M3"
"590"	"JAG1"	"M2"
"591"	"PILRA"	"Not.Correlated"
"592"	"COL8A1"	"M2"
"593"	"DDR2"	"M2"
"594"	"AGR2"	"M1"
"595"	"CACHD1"	"M2"
"596"	"BAIAP2L1"	"M1"
"597"	"ACSS1"	"Not.Correlated"
"598"	"PRLR"	"M1"
"599"	"NCS1"	"M1"
"600"	"PMP22"	"M1"
"601"	"ZCCHC12"	"M2"
"602"	"DDX11"	"M1"
"603"	"PHACTR3"	"M1"
"604"	"TIPARP"	"M3"
"605"	"COL7A1"	"M2"
"606"	"PAPLN"	"M2"
"607"	"SCN2A"	"M1"
"608"	"DLC1"	"M2"
"609"	"MTMR11"	"M1"
"610"	"RAB31"	"M1"
"611"	"CRACR2B"	"M1"
"612"	"WLS"	"M2"
"613"	"CDH11"	"M2"
"614"	"DOCK1"	"M2"
"615"	"CRIM1"	"M2"
"616"	"TBC1D8B"	"M1"
"617"	"NFIL3"	"M3"
"618"	"BCL3"	"M3"
"619"	"PON3"	"M1"
"620"	"IFI16"	"M3"
"621"	"RIPOR3"	"Not.Correlated"
"622"	"NRP1"	"M2"
"623"	"STRIP2"	"M1"
"624"	"LRRC8A"	"M1"
"625"	"ADAMTS2"	"M1"
"626"	"THBS2"	"Not.Correlated"
"627"	"ESR1"	"M1"
"628"	"NFKBIZ"	"M3"
"629"	"HEYL"	"Not.Correlated"
"630"	"STUM"	"M1"
"631"	"SLC1A5"	"M1"
"632"	"COL28A1"	"M1"
"633"	"TNC"	"M2"
"634"	"SIRPA"	"M2"
"635"	"VWF"	"M2"
"636"	"OSMR"	"M3"
"637"	"IFIT1"	"Not.Correlated"
"638"	"SCN3A"	"M1"
"639"	"TMEM125"	"M1"
"640"	"HLA.DRB5"	"M2"
"641"	"CASP4"	"M3"
"642"	"PIEZO1"	"M2"
"643"	"RGPD1"	"M1"
"644"	"AP1M2"	"M1"
"645"	"KCTD12"	"M2"
"646"	"SEPTIN4"	"M2"
"647"	"RGPD2"	"M1"
"648"	"CEBPB"	"M3"
"649"	"HYCC1"	"M1"
"650"	"TRIP10"	"M3"
"651"	"COL9A3"	"M2"
"652"	"BST2"	"M2"
"653"	"TLE1"	"Not.Correlated"
"654"	"CLCNKA"	"M1"
"655"	"UPP1"	"M1"
"656"	"TMEM45A"	"M1"
"657"	"IL6R"	"Not.Correlated"
"658"	"LSAMP"	"Not.Correlated"
"659"	"ECEL1"	"M1"
"660"	"PEX5L"	"M1"
"661"	"VDR"	"M1"
"662"	"SPON1"	"M2"
"663"	"ESRP1"	"M1"
"664"	"AFF3"	"M1"
"665"	"ITGB4"	"M2"
"666"	"DAB2"	"M2"
"667"	"USP2"	"Not.Correlated"
"668"	"TNXB"	"M2"
"669"	"LMNTD2"	"M1"
"670"	"MMP14"	"M2"
"671"	"TMEM145"	"M1"
"672"	"NEFH"	"M1"
"673"	"SLIT2"	"M2"
"674"	"IFI44"	"M2"
"675"	"PNMA3"	"M1"
"676"	"PITX2"	"M1"
"677"	"COL5A1"	"M2"
"678"	"SPAG17"	"Not.Correlated"
"679"	"NEFM"	"M1"
"680"	"FAXDC2"	"M2"
"681"	"RPS4Y1"	"Not.Correlated"
"682"	"ABCA9"	"M2"
"683"	"TLCD3B"	"M1"
"684"	"GPR39"	"Not.Correlated"
"685"	"KDM5D"	"Not.Correlated"
"686"	"DGKG"	"M1"
"687"	"COL6A3"	"M2"
"688"	"CD93"	"M3"
"689"	"MTUS2"	"M1"
"690"	"KCNJ6"	"M1"
"691"	"FBLN5"	"Not.Correlated"
"692"	"NR5A1"	"M1"
"693"	"GAB1"	"M2"
"694"	"LAMA4"	"M2"
"695"	"TCIM"	"M3"
"696"	"ITGB8"	"M2"
"697"	"ASCL1"	"M1"
"698"	"SELL"	"M1"
"699"	"NRXN1"	"M1"
"700"	"RYR2"	"M1"
"701"	"PLS3"	"M2"
"702"	"C1QB"	"M2"
"703"	"HELZ2"	"M3"
"704"	"PGM2L1"	"M3"
"705"	"MTCL1"	"M1"
"706"	"ALDOC"	"M1"
"707"	"GABRE"	"M2"
"708"	"GPR153"	"M1"
"709"	"IRF1"	"M3"
"710"	"CPXM2"	"M2"
"711"	"TBX3"	"M2"
"712"	"LY6H"	"Not.Correlated"
"713"	"PCBP3"	"M2"
"714"	"GRIK2"	"M1"
"715"	"CDKN2A"	"M1"
"716"	"TRIP6"	"M2"
"717"	"CAMK2N2"	"M1"
"718"	"CLDN9"	"M1"
"719"	"SELENBP1"	"M2"
"720"	"PLIN5"	"M1"
"721"	"ZCCHC24"	"M2"
"722"	"PLAG1"	"M1"
"723"	"ENC1"	"Not.Correlated"
"724"	"DNAI1"	"M1"
"725"	"TIAM1"	"M1"
"726"	"TM4SF1"	"M3"
"727"	"MDGA1"	"M2"
"728"	"AGT"	"M3"
"729"	"SPAG6"	"M1"
"730"	"P4HA1"	"M3"
"731"	"KLHDC8A"	"M2"
"732"	"RFX4"	"M1"
"733"	"MUC20"	"Not.Correlated"
"734"	"FRAS1"	"M1"
"735"	"SLC7A2"	"M2"
"736"	"TPPP3"	"Not.Correlated"
"737"	"MAF"	"M2"
"738"	"HCN2"	"M1"
"739"	"NFKB2"	"M3"
"740"	"PCP4L1"	"M2"
"741"	"NUPR1"	"M2"
"742"	"PLIN2"	"M3"
"743"	"CFB"	"M2"
"744"	"DGKK"	"M1"
"745"	"DSCAM"	"M1"
"746"	"UNC13D"	"Not.Correlated"
"747"	"ARID5A"	"M3"
"748"	"AIF1L"	"M2"
"749"	"PROX1"	"M1"
"750"	"CDC42EP1"	"M1"
"751"	"MYLK"	"M2"
"752"	"FEZ1"	"M1"
"753"	"UNC5A"	"M1"
"754"	"TNR"	"M1"
"755"	"LTBP2"	"M2"
"756"	"AMER2"	"M1"
"757"	"PPFIA2"	"M2"
"758"	"SLIT3"	"Not.Correlated"
"759"	"IL17RB"	"Not.Correlated"
"760"	"DDX3Y"	"Not.Correlated"
"761"	"SLC1A3"	"M2"
"762"	"MAPK4"	"M2"
"763"	"LRRC56"	"M1"
"764"	"CSF1R"	"M2"
"765"	"EHD2"	"M2"
"766"	"X.24"	"M1"
"767"	"LRRC37A"	"Not.Correlated"
"768"	"HSPB8"	"M1"
"769"	"LUM"	"M2"
"770"	"COL2A1"	"M1"
"771"	"BASP1"	"M2"
"772"	"EPHA10"	"M1"
"773"	"ADIRF"	"M2"
"774"	"SLC47A1"	"Not.Correlated"
"775"	"EDNRB"	"M2"
"776"	"CA8"	"M1"
"777"	"DOK7"	"M1"
"778"	"ERICH3"	"M1"
"779"	"LAPTM5"	"M2"
"780"	"TRIB1"	"M3"
"781"	"LGR6"	"M2"
"782"	"PDLIM1"	"M3"
"783"	"ABLIM2"	"M1"
"784"	"ADM"	"M3"
"785"	"AGAP2"	"M1"
"786"	"SLC44A4"	"M1"
"787"	"FGF2"	"M1"
"788"	"HEG1"	"M2"
"789"	"DAAM2"	"M2"
"790"	"SALL1"	"M1"
"791"	"PTPDC1"	"M1"
"792"	"PPP1R13L"	"Not.Correlated"
"793"	"CLGN"	"M1"
"794"	"CACNA1A"	"Not.Correlated"
"795"	"NOS3"	"M3"
