,dbs,evidence type,methods,ntissues,pmids,symbol1,symbol2,uniprot1,uniprot2
89,,exp,coexpression,0,,SCARA3,SCARA3,xxxxxx,xxxxxx
90,,exp,coexpression,0,,CSF1R,SLCO2B1,xxxxxx,xxxxxx
91,,exp,coexpression,0,,OLFML2A,OLFML2A,xxxxxx,xxxxxx
92,,exp,coexpression,0,,CD163,CYBB,xxxxxx,xxxxxx
93,,exp,coexpression,0,,BHLHE40,IER5L,xxxxxx,xxxxxx
94,,exp,coexpression,0,,HLA.DMA,HLA.DRB1,xxxxxx,xxxxxx
95,,exp,coexpression,0,,C7,LUM,xxxxxx,xxxxxx
96,,exp,coexpression,0,,LDLR,MYC,xxxxxx,xxxxxx
97,,exp,coexpression,0,,GALNT17,GALNT17,xxxxxx,xxxxxx
98,,exp,coexpression,0,,ACTA2,MGP,xxxxxx,xxxxxx
99,,exp,coexpression,0,,ASPN,CCDC80,xxxxxx,xxxxxx
100,,exp,coexpression,0,,IER3,JUNB,xxxxxx,xxxxxx
101,,exp,coexpression,0,,SLIT2,SLIT2,xxxxxx,xxxxxx
102,,exp,coexpression,0,,OSMR,OSMR,xxxxxx,xxxxxx
103,,exp,coexpression,0,,ACKR1,GADD45B,xxxxxx,xxxxxx
104,,exp,coexpression,0,,ADAMTS1,NR4A3,xxxxxx,xxxxxx
105,,exp,coexpression,0,,CDKN1A,STC1,xxxxxx,xxxxxx
106,,exp,coexpression,0,,C1QC,F13A1,xxxxxx,xxxxxx
107,,exp,coexpression,0,,COL3A1,MRC2,xxxxxx,xxxxxx
108,,exp,coexpression,0,,CCN2,CHRDL1,xxxxxx,xxxxxx
109,,exp,coexpression,0,,MPEG1,MS4A7,xxxxxx,xxxxxx
110,,exp,coexpression,0,,MYH11,RGS5,xxxxxx,xxxxxx
111,,exp,coexpression,0,,CD68,FCGR3A,xxxxxx,xxxxxx
112,,exp,coexpression,0,,ADAM33,TNXB,xxxxxx,xxxxxx
113,,exp,coexpression,0,,CCDC80,LUM,xxxxxx,xxxxxx
114,,exp,coexpression,0,,BTG2,JUNB,xxxxxx,xxxxxx
115,,exp,coexpression,0,,NAMPT,NAMPT,xxxxxx,xxxxxx
116,,exp,coexpression,0,,ADAMTS1,FOSL2,xxxxxx,xxxxxx
117,,exp,coexpression,0,,CD68,MS4A6A,xxxxxx,xxxxxx
118,,exp,coexpression,0,,C11orf96,DEPP1,xxxxxx,xxxxxx
119,,exp,coexpression,0,,SLC6A6,SLC6A6,xxxxxx,xxxxxx
120,,exp,coexpression,0,,CXCL12,MFAP4,xxxxxx,xxxxxx
121,,exp,coexpression,0,,BHLHE40,EGR1,xxxxxx,xxxxxx
122,,exp,coexpression,0,,H1.2,H1.2,xxxxxx,xxxxxx
123,,exp,coexpression,0,,ADAMTS4,TIMP1,xxxxxx,xxxxxx
124,,exp,coexpression,0,,FHL1,FHL1,xxxxxx,xxxxxx
125,,exp,coexpression,0,,CCN2,FBLN1,xxxxxx,xxxxxx
126,,exp,coexpression,0,,MFAP4,SFRP4,xxxxxx,xxxxxx
127,,exp,coexpression,0,,NAMPT,UPP1,xxxxxx,xxxxxx
128,,exp,coexpression,0,,CHI3L1,CHI3L1,xxxxxx,xxxxxx
129,,exp,coexpression,0,,HLA.DMA,HLA.DPB1,xxxxxx,xxxxxx
130,,exp,coexpression,0,,NR4A3,SOCS3,xxxxxx,xxxxxx
131,,exp,coexpression,0,,ACTA2,LUM,xxxxxx,xxxxxx
132,,exp,coexpression,0,,BOC,COL3A1,xxxxxx,xxxxxx
133,,exp,coexpression,0,,FAM107A,FAM107A,xxxxxx,xxxxxx
134,,exp,coexpression,0,,CEBPD,JUNB,xxxxxx,xxxxxx
135,,exp,coexpression,0,,DGAT2,DGAT2,xxxxxx,xxxxxx
136,,exp,coexpression,0,,SDC4,SDC4,xxxxxx,xxxxxx
137,,exp,coexpression,0,,NAMPT,ZC3H12A,xxxxxx,xxxxxx
138,,exp,coexpression,0,,DCN,PRELP,xxxxxx,xxxxxx
139,,exp,coexpression,0,,CPXM2,IGFBP6,xxxxxx,xxxxxx
140,,exp,coexpression,0,,RARRES1,TIMP1,xxxxxx,xxxxxx
141,,exp,coexpression,0,,RGS11,RGS11,xxxxxx,xxxxxx
142,,exp,coexpression,0,,SLC2A3,STC1,xxxxxx,xxxxxx
143,,exp,coexpression,0,,BHLHE40,NR4A3,xxxxxx,xxxxxx
144,,exp,coexpression,0,,GADD45G,IRS2,xxxxxx,xxxxxx
145,,exp,coexpression,0,,C1QC,FCGR3A,xxxxxx,xxxxxx
146,,exp,coexpression,0,,GADD45G,PLIN5,xxxxxx,xxxxxx
147,,exp,coexpression,0,,SOCS3,VMP1,xxxxxx,xxxxxx
148,,exp,coexpression,0,,COL1A2,COL1A2,xxxxxx,xxxxxx
149,,exp,coexpression,0,,C1QB,ITGB2,xxxxxx,xxxxxx
150,,exp,coexpression,0,,CDKN1A,ZC3H12A,xxxxxx,xxxxxx
151,,exp,coexpression,0,,ENC1,ENC1,xxxxxx,xxxxxx
152,,exp,coexpression,0,,ACTA2,COL14A1,xxxxxx,xxxxxx
153,,exp,coexpression,0,,UAP1,UAP1,xxxxxx,xxxxxx
154,,exp,coexpression,0,,HK2,HK2,xxxxxx,xxxxxx
155,,exp,coexpression,0,,JCHAIN,JCHAIN,xxxxxx,xxxxxx
156,,exp,coexpression,0,,IFI44,IFI44,xxxxxx,xxxxxx
157,,exp,coexpression,0,,BCL3,GADD45B,xxxxxx,xxxxxx
158,,exp,coexpression,0,,C1QB,C1QB,xxxxxx,xxxxxx
159,,exp,coexpression,0,,ANGPTL1,PDK4,xxxxxx,xxxxxx
160,,exp,coexpression,0,,CD163,MPEG1,xxxxxx,xxxxxx
161,,exp,coexpression,0,,AKR1C1,AKR1C1,xxxxxx,xxxxxx
162,,exp,coexpression,0,,GALNT15,GALNT15,xxxxxx,xxxxxx
163,,exp,coexpression,0,,BGN,TNXB,xxxxxx,xxxxxx
164,,exp,coexpression,0,,TMEM119,TMEM119,xxxxxx,xxxxxx
165,,exp,coexpression,0,,MS4A6A,STAB1,xxxxxx,xxxxxx
166,,exp,coexpression,0,,CSF1R,FCGR2A,xxxxxx,xxxxxx
167,,exp,coexpression,0,,ADAMTS4,IER5L,xxxxxx,xxxxxx
168,,exp,coexpression,0,,COL14A1,FLRT2,xxxxxx,xxxxxx
169,,exp,coexpression,0,,DDIT4,JUN,xxxxxx,xxxxxx
170,,exp,coexpression,0,,FRZB,LUM,xxxxxx,xxxxxx
171,,exp,coexpression,0,,LCN10,LCN10,xxxxxx,xxxxxx
172,,exp,coexpression,0,,CDKN1A,SOCS3,xxxxxx,xxxxxx
173,,exp,coexpression,0,,COL3A1,OLFML1,xxxxxx,xxxxxx
174,,exp,coexpression,0,,COL3A1,MMP2,xxxxxx,xxxxxx
175,,exp,coexpression,0,,ABI3BP,MFAP4,xxxxxx,xxxxxx
176,,exp,coexpression,0,,PTX3,PTX3,xxxxxx,xxxxxx
177,,exp,coexpression,0,,FGL2,IGFBP6,xxxxxx,xxxxxx
178,,exp,coexpression,0,,DPYSL3,ISLR,xxxxxx,xxxxxx
179,,exp,coexpression,0,,AOC3,MYH11,xxxxxx,xxxxxx
180,,exp,coexpression,0,,COL3A1,FRZB,xxxxxx,xxxxxx
181,,exp,coexpression,0,,MFAP4,MYH11,xxxxxx,xxxxxx
182,,exp,coexpression,0,,ITGA8,MYLK,xxxxxx,xxxxxx
183,,exp,coexpression,0,,C1QB,FCGR3A,xxxxxx,xxxxxx
184,,exp,coexpression,0,,SFRP1,SFRP1,xxxxxx,xxxxxx
185,,exp,coexpression,0,,CLDN5,CLDN5,xxxxxx,xxxxxx
186,,exp,coexpression,0,,COL3A1,COL5A1,xxxxxx,xxxxxx
187,,exp,coexpression,0,,BGN,COL1A2,xxxxxx,xxxxxx
188,,exp,coexpression,0,,HSPB7,HSPB7,xxxxxx,xxxxxx
189,,exp,coexpression,0,,CD53,LYZ,xxxxxx,xxxxxx
190,,exp,coexpression,0,,FCGR2A,ITGB2,xxxxxx,xxxxxx
191,,exp,coexpression,0,,FN1,MYH11,xxxxxx,xxxxxx
192,,exp,coexpression,0,,GSTM1,GSTM1,xxxxxx,xxxxxx
193,,exp,coexpression,0,,IGF2,SSC5D,xxxxxx,xxxxxx
194,,exp,coexpression,0,,KCNMA1,SLC1A3,xxxxxx,xxxxxx
195,,exp,coexpression,0,,IFI30,LYVE1,xxxxxx,xxxxxx
196,,exp,coexpression,0,,KCNMA1,KCNMA1,xxxxxx,xxxxxx
197,,exp,coexpression,0,,CCDC80,TNXB,xxxxxx,xxxxxx
198,,exp,coexpression,0,,CXCL12,LUM,xxxxxx,xxxxxx
199,,exp,coexpression,0,,ADAM33,FRZB,xxxxxx,xxxxxx
200,,exp,coexpression,0,,CD14,IFI30,xxxxxx,xxxxxx
201,,exp,coexpression,0,,TNXB,TNXB,xxxxxx,xxxxxx
202,,exp,coexpression,0,,GADD45B,ZC3H12A,xxxxxx,xxxxxx
203,,exp,coexpression,0,,HBEGF,THBS1,xxxxxx,xxxxxx
204,,exp,coexpression,0,,C7,MGP,xxxxxx,xxxxxx
205,,exp,coexpression,0,,DCN,LTBP2,xxxxxx,xxxxxx
206,,exp,coexpression,0,,TIMP1,ZFP36,xxxxxx,xxxxxx
207,,exp,coexpression,0,,NABP1,RUNX1,xxxxxx,xxxxxx
208,,exp,coexpression,0,,C1QB,MPEG1,xxxxxx,xxxxxx
209,,exp,coexpression,0,,IER3,SOCS3,xxxxxx,xxxxxx
210,,exp,coexpression,0,,ARID5A,BHLHE40,xxxxxx,xxxxxx
211,,exp,coexpression,0,,ALDH1A2,ALDH1A2,xxxxxx,xxxxxx
212,,exp,coexpression,0,,COL1A2,CXCL12,xxxxxx,xxxxxx
213,,exp,coexpression,0,,ACTA2,CCN1,xxxxxx,xxxxxx
214,,exp,coexpression,0,,BTNL9,MAMDC2,xxxxxx,xxxxxx
215,,exp,coexpression,0,,C1QA,C1QB,xxxxxx,xxxxxx
216,,exp,coexpression,0,,BHLHE40,FOS,xxxxxx,xxxxxx
217,,exp,coexpression,0,,HLF,HLF,xxxxxx,xxxxxx
218,,exp,coexpression,0,,CEBPD,MAFF,xxxxxx,xxxxxx
219,,exp,coexpression,0,,ADAMTS9,C11orf96,xxxxxx,xxxxxx
220,,exp,coexpression,0,,COL14A1,COL14A1,xxxxxx,xxxxxx
221,,exp,coexpression,0,,MYH11,SPEG,xxxxxx,xxxxxx
222,,exp,coexpression,0,,ACTA2,PDLIM3,xxxxxx,xxxxxx
223,,exp,coexpression,0,,BGN,CLEC3B,xxxxxx,xxxxxx
224,,exp,coexpression,0,,HLA.DQA1,PTGDS,xxxxxx,xxxxxx
225,,exp,coexpression,0,,CD44,CD44,xxxxxx,xxxxxx
226,,exp,coexpression,0,,CHRDL1,DCN,xxxxxx,xxxxxx
227,,exp,coexpression,0,,C1QC,RNASE1,xxxxxx,xxxxxx
228,,exp,coexpression,0,,C1R,C1R,xxxxxx,xxxxxx
229,,exp,coexpression,0,,AEBP1,AEBP1,xxxxxx,xxxxxx
230,,exp,coexpression,0,,ADM,ZFP36,xxxxxx,xxxxxx
231,,exp,coexpression,0,,FIBIN,PRELP,xxxxxx,xxxxxx
232,,exp,coexpression,0,,BHLHE40,PIM1,xxxxxx,xxxxxx
233,,exp,coexpression,0,,C1QC,C1QC,xxxxxx,xxxxxx
234,,exp,coexpression,0,,CYBB,LYZ,xxxxxx,xxxxxx
235,,exp,coexpression,0,,EMP1,EMP1,xxxxxx,xxxxxx
236,,exp,coexpression,0,,CCL14,CCL14,xxxxxx,xxxxxx
237,,exp,coexpression,0,,ECM2,ECM2,xxxxxx,xxxxxx
238,,exp,coexpression,0,,BGN,GFRA1,xxxxxx,xxxxxx
239,,exp,coexpression,0,,NR4A1,NR4A2,xxxxxx,xxxxxx
240,,exp,coexpression,0,,INMT,INMT,xxxxxx,xxxxxx
241,,exp,coexpression,0,,BHLHE40,GEM,xxxxxx,xxxxxx
242,,exp,coexpression,0,,MAFF,SLC2A3,xxxxxx,xxxxxx
243,,exp,coexpression,0,,CA2,CA2,xxxxxx,xxxxxx
244,,exp,coexpression,0,,CD93,CD93,xxxxxx,xxxxxx
245,,exp,coexpression,0,,HLA.DMB,HLA.DRB1,xxxxxx,xxxxxx
246,,exp,coexpression,0,,FAM20A,VCAN,xxxxxx,xxxxxx
247,,exp,coexpression,0,,CDKN1A,NAMPT,xxxxxx,xxxxxx
248,,exp,coexpression,0,,SLC2A5,SLC2A5,xxxxxx,xxxxxx
249,,exp,coexpression,0,,NR4A3,ZFP36,xxxxxx,xxxxxx
250,,exp,coexpression,0,,BGN,CD248,xxxxxx,xxxxxx
251,,exp,coexpression,0,,BHLHE40,MAFF,xxxxxx,xxxxxx
252,,exp,coexpression,0,,MMP2,MMP2,xxxxxx,xxxxxx
253,,exp,coexpression,0,,CPXM2,FN1,xxxxxx,xxxxxx
254,,exp,coexpression,0,,PTGIS,PTGIS,xxxxxx,xxxxxx
255,,exp,coexpression,0,,C11orf96,NR4A3,xxxxxx,xxxxxx
256,,exp,coexpression,0,,CNR1,GADD45G,xxxxxx,xxxxxx
257,,exp,coexpression,0,,X.22,X.22,xxxxxx,xxxxxx
258,,exp,coexpression,0,,MTARC1,MTARC1,xxxxxx,xxxxxx
259,,exp,coexpression,0,,LYZ,MRC1,xxxxxx,xxxxxx
260,,exp,coexpression,0,,MFAP4,PODN,xxxxxx,xxxxxx
261,,exp,coexpression,0,,AOX1,AOX1,xxxxxx,xxxxxx
262,,exp,coexpression,0,,IFIT3,IFIT3,xxxxxx,xxxxxx
263,,exp,coexpression,0,,MYH11,TAGLN,xxxxxx,xxxxxx
264,,exp,coexpression,0,,INMT,LTBP2,xxxxxx,xxxxxx
265,,exp,coexpression,0,,MDK,MDK,xxxxxx,xxxxxx
266,,exp,coexpression,0,,FRZB,MRC2,xxxxxx,xxxxxx
267,,exp,coexpression,0,,HLA.DQA1,HLA.DRB5,xxxxxx,xxxxxx
268,,exp,coexpression,0,,ACTG2,DES,xxxxxx,xxxxxx
269,,exp,coexpression,0,,DCN,LUM,xxxxxx,xxxxxx
270,,exp,coexpression,0,,HSPB1,HSPB1,xxxxxx,xxxxxx
271,,exp,coexpression,0,,SLC2A3,SOCS3,xxxxxx,xxxxxx
272,,exp,coexpression,0,,CDKN1A,MAFF,xxxxxx,xxxxxx
273,,exp,coexpression,0,,ELAPOR1,ELAPOR1,xxxxxx,xxxxxx
274,,exp,coexpression,0,,BCL3,NAMPT,xxxxxx,xxxxxx
275,,exp,coexpression,0,,CLSTN2,CLSTN2,xxxxxx,xxxxxx
276,,exp,coexpression,0,,CNN1,PLN,xxxxxx,xxxxxx
277,,exp,coexpression,0,,ADM,NR4A3,xxxxxx,xxxxxx
278,,exp,coexpression,0,,CCL2,GADD45B,xxxxxx,xxxxxx
279,,exp,coexpression,0,,ADM,NFIL3,xxxxxx,xxxxxx
280,,exp,coexpression,0,,CLEC3B,CPXM2,xxxxxx,xxxxxx
281,,exp,coexpression,0,,C1QB,MS4A7,xxxxxx,xxxxxx
282,,exp,coexpression,0,,ADAMTS4,BHLHE40,xxxxxx,xxxxxx
283,,exp,coexpression,0,,COL14A1,SLIT3,xxxxxx,xxxxxx
284,,exp,coexpression,0,,MFAP4,MFAP4,xxxxxx,xxxxxx
285,,exp,coexpression,0,,UPP1,UPP1,xxxxxx,xxxxxx
286,,exp,coexpression,0,,ACTA2,ISLR,xxxxxx,xxxxxx
287,,exp,coexpression,0,,DEPP1,SOCS3,xxxxxx,xxxxxx
288,,exp,coexpression,0,,ADAMTS1,GADD45B,xxxxxx,xxxxxx
289,,exp,coexpression,0,,C1QA,LCP1,xxxxxx,xxxxxx
290,,exp,coexpression,0,,NFIL3,THBS1,xxxxxx,xxxxxx
291,,exp,coexpression,0,,SLCO4A1,SLCO4A1,xxxxxx,xxxxxx
292,,exp,coexpression,0,,CFD,CRIP1,xxxxxx,xxxxxx
293,,exp,coexpression,0,,ADAMTS4,TNFAIP3,xxxxxx,xxxxxx
294,,exp,coexpression,0,,CCN2,IGFBP6,xxxxxx,xxxxxx
295,,exp,coexpression,0,,C1QB,CD68,xxxxxx,xxxxxx
296,,exp,coexpression,0,,MRC2,TNXB,xxxxxx,xxxxxx
297,,exp,coexpression,0,,CSRNP1,SOCS3,xxxxxx,xxxxxx
298,,exp,coexpression,0,,NAMPT,SLC2A3,xxxxxx,xxxxxx
299,,exp,coexpression,0,,COL3A1,MFAP4,xxxxxx,xxxxxx
300,,exp,coexpression,0,,CSF1R,LYZ,xxxxxx,xxxxxx
301,,exp,coexpression,0,,DCN,DPYSL3,xxxxxx,xxxxxx
302,,exp,coexpression,0,,GPIHBP1,GPIHBP1,xxxxxx,xxxxxx
303,,exp,coexpression,0,,SMOC2,SMOC2,xxxxxx,xxxxxx
304,,exp,coexpression,0,,ADM,ZC3H12A,xxxxxx,xxxxxx
305,,exp,coexpression,0,,DCN,GFRA1,xxxxxx,xxxxxx
306,,exp,coexpression,0,,APOE,GPNMB,xxxxxx,xxxxxx
307,,exp,coexpression,0,,CPXM2,ITGA8,xxxxxx,xxxxxx
308,,exp,coexpression,0,,IER3,MAFF,xxxxxx,xxxxxx
309,,exp,coexpression,0,,C11orf96,FOS,xxxxxx,xxxxxx
310,,exp,coexpression,0,,CCN2,LMOD1,xxxxxx,xxxxxx
311,,exp,coexpression,0,,IER5L,NAMPT,xxxxxx,xxxxxx
312,,exp,coexpression,0,,HLA.DRB5,HLA.DRB5,xxxxxx,xxxxxx
313,,exp,coexpression,0,,ADM,IER3,xxxxxx,xxxxxx
314,,exp,coexpression,0,,HLA.DQB1,HLA.DRB5,xxxxxx,xxxxxx
315,,exp,coexpression,0,,OLFML1,OLFML1,xxxxxx,xxxxxx
316,,exp,coexpression,0,,AKAP12,AKAP12,xxxxxx,xxxxxx
317,,exp,coexpression,0,,CXCR4,RGS1,xxxxxx,xxxxxx
318,,exp,coexpression,0,,SLC2A3,ZFP36,xxxxxx,xxxxxx
319,,exp,coexpression,0,,BCL3,MYC,xxxxxx,xxxxxx
320,,exp,coexpression,0,,NR4A3,PIM1,xxxxxx,xxxxxx
321,,exp,coexpression,0,,SERPINE2,THBS2,xxxxxx,xxxxxx
322,,exp,coexpression,0,,FOSL2,FOSL2,xxxxxx,xxxxxx
323,,exp,coexpression,0,,ATF3,IER3,xxxxxx,xxxxxx
324,,exp,coexpression,0,,THBS4,THBS4,xxxxxx,xxxxxx
325,,exp,coexpression,0,,MT.ND6,MT.ND6,xxxxxx,xxxxxx
326,,exp,coexpression,0,,CXCL12,OGN,xxxxxx,xxxxxx
327,,exp,coexpression,0,,DES,FLNC,xxxxxx,xxxxxx
328,,exp,coexpression,0,,PEG10,PEG10,xxxxxx,xxxxxx
329,,exp,coexpression,0,,SLC16A3,THBS1,xxxxxx,xxxxxx
330,,exp,coexpression,0,,TIMP1,VMP1,xxxxxx,xxxxxx
331,,exp,coexpression,0,,ELN,PRELP,xxxxxx,xxxxxx
332,,exp,coexpression,0,,COL1A1,MFAP4,xxxxxx,xxxxxx
333,,exp,coexpression,0,,BHLHE40,VMP1,xxxxxx,xxxxxx
334,,exp,coexpression,0,,ADAMTS9,TIMP1,xxxxxx,xxxxxx
335,,exp,coexpression,0,,PRELP,TIMP3,xxxxxx,xxxxxx
336,,exp,coexpression,0,,CFD,MFAP4,xxxxxx,xxxxxx
337,,exp,coexpression,0,,DUSP1,DUSP1,xxxxxx,xxxxxx
338,,exp,coexpression,0,,CSF1R,SLC11A1,xxxxxx,xxxxxx
339,,exp,coexpression,0,,ACTG2,PLN,xxxxxx,xxxxxx
340,,exp,coexpression,0,,HBA1,HBB,xxxxxx,xxxxxx
341,,exp,coexpression,0,,DHCR24,GADD45G,xxxxxx,xxxxxx
342,,exp,coexpression,0,,C7,FBN1,xxxxxx,xxxxxx
343,,exp,coexpression,0,,ISLR,PODN,xxxxxx,xxxxxx
344,,exp,coexpression,0,,MYH11,PDLIM3,xxxxxx,xxxxxx
345,,exp,coexpression,0,,BCL3,SOCS3,xxxxxx,xxxxxx
346,,exp,coexpression,0,,CFB,CP,xxxxxx,xxxxxx
347,,exp,coexpression,0,,CD14,SLC11A1,xxxxxx,xxxxxx
348,,exp,coexpression,0,,HILPDA,HILPDA,xxxxxx,xxxxxx
349,,exp,coexpression,0,,JUNB,SLC2A3,xxxxxx,xxxxxx
350,,exp,coexpression,0,,MYL9,TAGLN,xxxxxx,xxxxxx
351,,exp,coexpression,0,,GEM,IER3,xxxxxx,xxxxxx
352,,exp,coexpression,0,,CD68,FCGR2A,xxxxxx,xxxxxx
353,,exp,coexpression,0,,CCDC80,DPT,xxxxxx,xxxxxx
