"genes"	"modules"
"65"	"AKAP12"	"M1"
"66"	"ITGA7"	"M2"
"67"	"PRELP"	"M2"
"68"	"FKBP5"	"M2"
"69"	"DPT"	"M2"
"70"	"AOC3"	"M2"
"71"	"CCDC80"	"M2"
"72"	"TNXB"	"M2"
"73"	"VEGFA"	"M1"
"74"	"PLIN1"	"M2"
"75"	"ADIRF"	"M1"
"76"	"MGLL"	"M1"
"77"	"GPNMB"	"M2"
"78"	"JUNB"	"M4"
"79"	"FOS"	"M2"
"80"	"MYLK"	"M1"
"81"	"GOLGA8B"	"M1"
"82"	"CCN2"	"M1"
"83"	"TM4SF1"	"M2"
"84"	"NNMT"	"M1"
"85"	"PRXL2A"	"M2"
"86"	"PLVAP"	"M1"
"87"	"LUM"	"M2"
"88"	"VMP1"	"M2"
"89"	"APOE"	"M2"
"90"	"LIPE"	"M2"
"91"	"FZD4"	"M2"
"92"	"ADIPOQ"	"M2"
"93"	"SVEP1"	"M3"
"94"	"EGR1"	"M2"
"95"	"SAMHD1"	"M2"
"96"	"MFAP4"	"M2"
"97"	"NAMPT"	"M4"
"98"	"CD248"	"M2"
"99"	"LAMA4"	"M1"
"100"	"PODN"	"M1"
"101"	"H1.0"	"M1"
"102"	"SPRY1"	"M4"
"103"	"PGGHG"	"M1"
"104"	"CTSK"	"M1"
"105"	"ELN"	"M2"
"106"	"SYNM"	"M1"
"107"	"PLXNB1"	"M1"
"108"	"HEBP2"	"M2"
"109"	"BGN"	"M4"
"110"	"LAMA2"	"M3"
"111"	"SFRP1"	"M1"
"112"	"C1QTNF1"	"M2"
"113"	"ACKR1"	"M4"
"114"	"FBN1"	"M1"
"115"	"C12orf60"	"M1"
"116"	"CXCL14"	"M1"
"117"	"SEMA3G"	"M1"
"118"	"CRISPLD2"	"M3"
"119"	"CX3CL1"	"M1"
"120"	"IGF2"	"M2"
"121"	"GPD1"	"M2"
"122"	"NOTCH4"	"M1"
"123"	"PLAAT3"	"M2"
"124"	"FMO2"	"M1"
"125"	"MAGED2"	"M1"
"126"	"GABRE"	"M2"
"127"	"PDE2A"	"M1"
"128"	"X.253"	"M1"
"129"	"ANGPTL4"	"M1"
"130"	"SREBF1"	"M1"
"131"	"GALNT15"	"M2"
"132"	"THBS2"	"M2"
"133"	"AGPAT2"	"M2"
"134"	"COL15A1"	"M1"
"135"	"SERPINA3"	"M1"
"136"	"ADAM33"	"M2"
"137"	"ITIH5"	"M1"
"138"	"CDKN1A"	"M4"
"139"	"ARRDC3"	"M2"
"140"	"ITGB4"	"M1"
"141"	"ABLIM3"	"M1"
"142"	"RASD1"	"M1"
"143"	"GADD45B"	"M4"
"144"	"MAOA"	"M2"
"145"	"MT1X"	"M2"
"146"	"NHERF2"	"M1"
"147"	"COL16A1"	"M1"
"148"	"LRRC32"	"M1"
"149"	"GSTM2"	"M1"
"150"	"SLC7A6"	"M2"
"151"	"ADGRL4"	"M1"
"152"	"DHCR24"	"M1"
"153"	"COL14A1"	"M2"
"154"	"ANPEP"	"M1"
"155"	"PALMD"	"M1"
"156"	"IGFBP6"	"M1"
"157"	"LTBP2"	"M1"
"158"	"HSPA1A"	"M4"
"159"	"CCL14"	"M1"
"160"	"SLC2A3"	"M4"
"161"	"ADM"	"M1"
"162"	"VEGFB"	"M2"
"163"	"AOX1"	"M2"
"164"	"RNASE1"	"M1"
"165"	"GPAM"	"M2"
"166"	"ASS1"	"M2"
"167"	"CCL15.CCL14"	"M1"
"168"	"SFRP2"	"M1"
"169"	"HSPA1B"	"M4"
"170"	"LPIN1"	"M2"
"171"	"TUBB6"	"M2"
"172"	"PERP"	"M1"
"173"	"COL5A3"	"M2"
"174"	"RETSAT"	"M2"
"175"	"F3"	"M2"
"176"	"NPR1"	"M2"
"177"	"FADS3"	"M1"
"178"	"ARID5A"	"M2"
"179"	"S100A4"	"M1"
"180"	"KLF2"	"M4"
"181"	"DLG5"	"M1"
"182"	"FLT1"	"M1"
"183"	"DDR1"	"M1"
"184"	"POSTN"	"M1"
"185"	"AGRN"	"M1"
"186"	"CCDC69"	"M2"
"187"	"CIDEC"	"M2"
"188"	"AP1G2"	"M1"
"189"	"SGK1"	"M2"
"190"	"EDNRB"	"M1"
"191"	"TSKU"	"M2"
"192"	"SDC4"	"M1"
"193"	"SLC7A6OS"	"M2"
"194"	"KRT5"	"M1"
"195"	"C11orf96"	"M4"
"196"	"ACO1"	"M2"
"197"	"ISLR"	"M2"
"198"	"C7"	"M1"
"199"	"MRC2"	"M2"
"200"	"IGF1"	"M2"
"201"	"SLC25A1"	"M2"
"202"	"FBXO32"	"M1"
"203"	"ROBO4"	"M1"
"204"	"X.46"	"M4"
"205"	"FAM107A"	"M1"
"206"	"CCND1"	"M2"
"207"	"CRACR2B"	"M1"
"208"	"ACSS2"	"M2"
"209"	"TRPS1"	"M1"
"210"	"FSTL3"	"M1"
"211"	"BOC"	"M1"
"212"	"SOCS3"	"M4"
"213"	"CPM"	"M2"
"214"	"CD163"	"M3"
"215"	"CD300LG"	"M1"
"216"	"SLC25A37"	"M1"
"217"	"HADH"	"M2"
"218"	"EFHD1"	"M1"
"219"	"PRKAR2B"	"M2"
"220"	"PHLDA3"	"M2"
"221"	"TBX3"	"M1"
"222"	"UAP1"	"M1"
"223"	"MME"	"M2"
"224"	"NR1D1"	"M2"
"225"	"PGD"	"M2"
"226"	"CLEC3B"	"M1"
"227"	"ITSN1"	"M2"
"228"	"SAA2"	"M2"
"229"	"TGM2"	"M1"
"230"	"NFKBIZ"	"M1"
"231"	"SYNE3"	"M2"
"232"	"STC2"	"M1"
"233"	"F13A1"	"M3"
"234"	"MAFF"	"M4"
"235"	"GBE1"	"M2"
"236"	"ADAMTS4"	"M4"
"237"	"AKR1C1"	"M1"
"238"	"AKR1C2"	"M2"
"239"	"HES1"	"M2"
"240"	"BOK"	"M2"
"241"	"TNFSF10"	"M1"
"242"	"RUNX1"	"M1"
"243"	"ARHGEF15"	"M1"
"244"	"SLC39A14"	"M2"
"245"	"CLSTN2"	"M1"
"246"	"CDKN1C"	"M2"
"247"	"CEBPA"	"M2"
"248"	"SMIM3"	"M2"
"249"	"ABI3BP"	"M1"
"250"	"SIK1"	"M1"
"251"	"MEGF6"	"M2"
"252"	"HLA.DRB5"	"M1"
"253"	"G0S2"	"M2"
"254"	"HBB"	"M1"
"255"	"KRT14"	"M1"
"256"	"PPP1R1A"	"M2"
"257"	"PIK3R3"	"M2"
"258"	"AKR1C3"	"M2"
"259"	"MRAS"	"M2"
"260"	"LAMA3"	"M1"
"261"	"ID3"	"M1"
"262"	"AQP7"	"M2"
"263"	"ERBB2"	"M1"
"264"	"VKORC1L1"	"M2"
"265"	"HSPB7"	"M2"
"266"	"ADAMTS9"	"M4"
"267"	"ETV6"	"M1"
"268"	"CKB"	"M2"
"269"	"TOB1"	"M1"
"270"	"SLC39A6"	"M1"
"271"	"PPARG"	"M2"
"272"	"ACAA2"	"M2"
"273"	"TNC"	"M2"
"274"	"GFRA1"	"M1"
"275"	"NTN4"	"M1"
"276"	"FAM241A"	"M1"
"277"	"C2CD2"	"M2"
"278"	"LYVE1"	"M3"
"279"	"RASSF4"	"M2"
"280"	"SMOC2"	"M1"
"281"	"NAV2"	"M1"
"282"	"SLC7A8"	"M1"
"283"	"SFRP4"	"M2"
"284"	"AIF1L"	"M1"
"285"	"DCLK1"	"M1"
"286"	"RBP4"	"M2"
"287"	"RCAN1"	"M2"
"288"	"APCDD1"	"M2"
"289"	"CCN5"	"M1"
"290"	"PGM1"	"M2"
"291"	"KRT19"	"M1"
"292"	"SAA2.SAA4"	"M2"
"293"	"HTRA3"	"M1"
"294"	"MLPH"	"M1"
"295"	"LTF"	"M1"
"296"	"PTGIS"	"M1"
"297"	"PYGL"	"M2"
"298"	"NIBAN1"	"M2"
"299"	"ADH1C"	"M2"
"300"	"HIF3A"	"M2"
"301"	"GPIHBP1"	"M2"
"302"	"DSP"	"M1"
"303"	"KRT8"	"M1"
"304"	"C4B"	"M1"
"305"	"ACTG2"	"M1"
"306"	"TRARG1"	"M2"
"307"	"DUSP4"	"M1"
"308"	"CSPG4"	"M2"
"309"	"TLN2"	"M2"
"310"	"DENND2B"	"M1"
"311"	"RPL9"	"M2"
"312"	"SPON2"	"M2"
"313"	"LEPR"	"M2"
"314"	"EPS8L2"	"M1"
"315"	"PC"	"M2"
"316"	"PLK2"	"M2"
"317"	"EFNB1"	"M1"
"318"	"ITPR1"	"M1"
"319"	"GHR"	"M2"
"320"	"TC2N"	"M1"
"321"	"SPEG"	"M2"
"322"	"APOL6"	"M2"
"323"	"ACKR3"	"M1"
"324"	"KIAA1671"	"M1"
"325"	"HLA.DQB1"	"M1"
"326"	"KIAA1522"	"M1"
"327"	"ANO1"	"M1"
"328"	"INSIG1"	"M1"
"329"	"IRAK3"	"M2"
"330"	"ATF3"	"M2"
"331"	"MLXIPL"	"M2"
"332"	"PIM1"	"M4"
"333"	"OGN"	"M2"
"334"	"RBP7"	"M1"
"335"	"GNAI1"	"M1"
"336"	"OLFML3"	"M1"
"337"	"C4A"	"M1"
"338"	"IDH1"	"M2"
"339"	"GAS1"	"M1"
"340"	"DGAT2"	"M2"
"341"	"ABCA10"	"M2"
"342"	"SEMA3C"	"M1"
"343"	"EMCN"	"M1"
"344"	"DOCK11"	"M2"
"345"	"KRT7"	"M1"
"346"	"PLXNB3"	"M2"
"347"	"ADRA2A"	"M1"
"348"	"X.91"	"M2"
"349"	"TIMP4"	"M2"
"350"	"GADD45A"	"M4"
"351"	"FGF7"	"M4"
"352"	"MARCKSL1"	"M1"
"353"	"CD68"	"M3"
"354"	"SOCS2"	"M1"
"355"	"SLC38A1"	"M1"
"356"	"CNN1"	"M1"
"357"	"PLEKHH2"	"M1"
"358"	"X.94"	"M2"
"359"	"STEAP2"	"M1"
"360"	"SCARA5"	"M3"
"361"	"MEST"	"M2"
"362"	"TCIM"	"M2"
"363"	"MEDAG"	"M1"
"364"	"CNTFR"	"M2"
"365"	"PPP1R3B"	"M2"
"366"	"SLC4A7"	"M1"
"367"	"CALCRL"	"M1"
"368"	"PKDCC"	"M2"
"369"	"HBA2"	"M1"
"370"	"PTGER3"	"M2"
"371"	"LSP1"	"M2"
"372"	"ELF3"	"M1"
"373"	"RAMP2"	"M1"
"374"	"MFAP5"	"M1"
"375"	"SEMA4B"	"M1"
"376"	"RGS2"	"M2"
"377"	"GJA4"	"M1"
"378"	"SHMT1"	"M2"
"379"	"AACS"	"M2"
"380"	"ATOH8"	"M2"
"381"	"SLC6A8"	"M2"
"382"	"ICAM1"	"M4"
"383"	"TMEM176B"	"M2"
"384"	"CCDC3"	"M1"
"385"	"KRT15"	"M1"
"386"	"MAP3K1"	"M1"
"387"	"ATP1A2"	"M2"
"388"	"SNCG"	"M1"
"389"	"THBD"	"M1"
"390"	"FAH"	"M2"
"391"	"MT1E"	"M2"
"392"	"MUC1"	"M1"
"393"	"SLCO4A1"	"M1"
"394"	"X.31"	"M2"
"395"	"PLAT"	"M2"
"396"	"ADAMTS15"	"M2"
"397"	"MTARC1"	"M2"
"398"	"TNFAIP3"	"M4"
"399"	"AIFM2"	"M2"
"400"	"PTGDS"	"M2"
"401"	"GRK3"	"M2"
"402"	"DUSP16"	"M1"
"403"	"KIT"	"M1"
"404"	"PPP2R1B"	"M2"
"405"	"ALCAM"	"M1"
"406"	"DKK3"	"M1"
"407"	"SPON1"	"M2"
"408"	"PLA2R1"	"M1"
"409"	"NGFR"	"M1"
"410"	"PMEPA1"	"M1"
"411"	"SPOCK1"	"M2"
"412"	"SOX4"	"M1"
"413"	"PDLIM3"	"M2"
"414"	"LDLR"	"M4"
"415"	"EEIG1"	"M1"
"416"	"RGCC"	"M1"
"417"	"C1QB"	"M3"
"418"	"PPP1R13L"	"M1"
"419"	"F8"	"M1"
"420"	"PRKCD"	"M2"
"421"	"CPXM1"	"Not.Correlated"
"422"	"FRMD6"	"M1"
"423"	"CILP"	"M1"
"424"	"KRT17"	"M1"
"425"	"C1QC"	"M3"
"426"	"PLOD2"	"M2"
"427"	"AHNAK2"	"M3"
"428"	"HK2"	"M2"
"429"	"NHERF1"	"M1"
"430"	"CACNA1H"	"M1"
"431"	"CPXM2"	"M2"
"432"	"CFB"	"M2"
"433"	"INPP4B"	"M2"
"434"	"GEM"	"M2"
"435"	"MSI2"	"M1"
"436"	"PLA2G2A"	"M1"
"437"	"ANK2"	"M1"
"438"	"SOX18"	"M1"
"439"	"DOC2B"	"M1"
"440"	"C19orf12"	"M2"
"441"	"CNR1"	"M2"
"442"	"NABP1"	"M1"
"443"	"MID1IP1"	"M1"
"444"	"TACSTD2"	"M1"
"445"	"NQO1"	"M1"
"446"	"GRAMD2B"	"M1"
"447"	"PLXNA4"	"M2"
"448"	"SLCO2A1"	"M2"
"449"	"ID1"	"M2"
"450"	"KRT18"	"M1"
"451"	"CHI3L1"	"M1"
"452"	"GSTM3"	"M1"
"453"	"SPINT2"	"M1"
"454"	"CYP4B1"	"M2"
"455"	"PPP1R1B"	"M2"
"456"	"SERPINE1"	"M4"
"457"	"AFAP1L1"	"M1"
"458"	"ZBTB16"	"M2"
"459"	"AGTR1"	"M1"
"460"	"RIPOR3"	"M3"
"461"	"CCDC107"	"M2"
"462"	"GPR146"	"M1"
"463"	"IL33"	"M2"
"464"	"GBP1"	"M2"
"465"	"SCUBE2"	"M1"
"466"	"LOXL2"	"M2"
"467"	"NEDD4L"	"M1"
"468"	"IRX3"	"M1"
"469"	"OBSCN"	"M1"
"470"	"THY1"	"M2"
"471"	"MMRN1"	"M1"
"472"	"DES"	"M1"
"473"	"PEMT"	"M2"
"474"	"ALDH1A3"	"M1"
"475"	"SCN4A"	"M1"
"476"	"HBA1"	"M1"
"477"	"RAMP3"	"M1"
"478"	"ENTREP1"	"M1"
"479"	"SPRY4"	"M1"
"480"	"ANGPTL1"	"M2"
"481"	"PPIF"	"M2"
"482"	"CD24"	"M1"
"483"	"MDK"	"M2"
"484"	"GYG2"	"M2"
"485"	"ADCY5"	"M2"
"486"	"SH3D21"	"M1"
"487"	"SLC19A3"	"M2"
"488"	"LAMB3"	"M1"
"489"	"GFPT2"	"M1"
"490"	"KCNIP2"	"M2"
"491"	"PDGFD"	"M1"
"492"	"HSPB8"	"M1"
"493"	"VIPR1"	"M1"
"494"	"GPT2"	"M2"
"495"	"DLL4"	"M4"
"496"	"UPP1"	"M4"
"497"	"AMIGO2"	"M1"
"498"	"GATA3"	"M1"
"499"	"TEK"	"M1"
"500"	"MEOX2"	"M1"
"501"	"KLF15"	"M2"
"502"	"MPZL2"	"M2"
"503"	"STXBP2"	"M1"
"504"	"TLR4"	"M1"
"505"	"PER3"	"M2"
"506"	"CD14"	"M3"
"507"	"ECHDC3"	"M2"
"508"	"C1QA"	"M3"
"509"	"MX1"	"M1"
"510"	"CMYA5"	"M1"
"511"	"GNG2"	"M1"
"512"	"PKP1"	"M1"
"513"	"ACOT2"	"M2"
"514"	"ATP1B1"	"M1"
"515"	"SLC35C1"	"M2"
"516"	"COL7A1"	"M1"
"517"	"LEP"	"M2"
"518"	"SOX17"	"M1"
"519"	"NDUFA4L2"	"M1"
"520"	"ABCC3"	"M1"
"521"	"CRIP1"	"M1"
"522"	"EIF4EBP1"	"M2"
"523"	"ESR1"	"M1"
"524"	"ARL4C"	"M1"
"525"	"FLNC"	"M2"
"526"	"PDE7A"	"M1"
"527"	"NOS3"	"M1"
"528"	"PDE4B"	"M1"
"529"	"X.87"	"M1"
"530"	"PLIN5"	"M2"
"531"	"WEE1"	"M1"
"532"	"SYN2"	"M2"
"533"	"COX14"	"M2"
"534"	"NR2F1"	"M1"
"535"	"ALDH1L1"	"M2"
"536"	"PNP"	"M1"
"537"	"RDH5"	"M2"
"538"	"PPP1R14A"	"M1"
"539"	"CMTM7"	"M1"
"540"	"PABPC1L"	"M1"
"541"	"RFLNB"	"M1"
"542"	"STBD1"	"M2"
"543"	"TMEM132C"	"M2"
"544"	"PATJ"	"M1"
"545"	"SYTL2"	"M2"
"546"	"ZBED3"	"M2"
"547"	"SLC22A17"	"M1"
"548"	"CISH"	"M1"
"549"	"FAM47E.STBD1"	"M2"
"550"	"DDIT3"	"M2"
"551"	"MMD"	"M2"
"552"	"MYH14"	"M1"
"553"	"DYSF"	"M1"
"554"	"CORO6"	"M2"
"555"	"DUSP5"	"M2"
"556"	"ALDOC"	"M2"
"557"	"PTGFRN"	"M1"
"558"	"STC1"	"M4"
"559"	"ALDH4A1"	"M2"
"560"	"SEMA6B"	"M1"
"561"	"RARRES1"	"M1"
"562"	"TGFB3"	"M2"
"563"	"MT1M"	"M2"
"564"	"IFI30"	"M3"
"565"	"SLC2A1"	"M1"
"566"	"ALPL"	"M3"
"567"	"HLA.DQA1"	"M1"
"568"	"NFASC"	"M1"
"569"	"RGS1"	"M1"
"570"	"CA12"	"M1"
"571"	"ECM1"	"M1"
"572"	"RASGRF2"	"M1"
"573"	"BHLHE41"	"M1"
"574"	"THBS4"	"M1"
"575"	"IRX2"	"M1"
"576"	"MYZAP"	"M2"
"577"	"TFCP2L1"	"M1"
"578"	"TMEM119"	"M2"
"579"	"TRAF4"	"M1"
"580"	"CES1"	"M2"
"581"	"GSDMB"	"M2"
"582"	"EPB41L4B"	"M2"
"583"	"GGCT"	"M2"
"584"	"PDE1B"	"M1"
"585"	"HILPDA"	"M1"
"586"	"PDLIM4"	"M1"
"587"	"GSTM1"	"M1"
"588"	"TMEM100"	"M1"
"589"	"PLEKHA6"	"M1"
"590"	"ADH1A"	"M2"
"591"	"RHPN1"	"M1"
"592"	"CASZ1"	"M1"
"593"	"PROCR"	"M1"
"594"	"PCK1"	"M2"
"595"	"CDO1"	"M2"
"596"	"SORL1"	"M1"
"597"	"S100A9"	"M3"
"598"	"CLDN11"	"M1"
"599"	"HSPA12A"	"M2"
"600"	"CSF1R"	"M3"
"601"	"SRPX2"	"M1"
"602"	"IFFO2"	"M1"
"603"	"FAM118A"	"M2"
"604"	"FZD1"	"M1"
"605"	"SEMA5A"	"M1"
"606"	"PHGDH"	"M1"
"607"	"PI15"	"M1"
"608"	"NT5E"	"M2"
"609"	"LLGL2"	"M1"
"610"	"GLRX"	"M1"
"611"	"FZD7"	"M1"
"612"	"DTX4"	"M1"
"613"	"FIBIN"	"M1"
"614"	"MAMDC2"	"M1"
"615"	"ZC3H12A"	"M1"
"616"	"MAPT"	"M1"
"617"	"DTX1"	"M2"
"618"	"PLXDC1"	"M1"
"619"	"SLC1A3"	"M2"
"620"	"COX7A1"	"M1"
"621"	"IGSF10"	"M1"
"622"	"PTK7"	"M1"
"623"	"LONRF2"	"M1"
"624"	"RCAN2"	"M1"
"625"	"PER2"	"M2"
"626"	"SERINC2"	"M1"
"627"	"RBM47"	"M1"
"628"	"CDON"	"M1"
"629"	"PDE8B"	"M2"
"630"	"EDN1"	"M2"
"631"	"PCOLCE2"	"M2"
"632"	"VSIG4"	"M3"
"633"	"FLRT2"	"M2"
"634"	"NCALD"	"M1"
"635"	"EBF4"	"M1"
"636"	"MS4A7"	"M3"
"637"	"GPR4"	"M4"
"638"	"THNSL2"	"M1"
"639"	"EBF3"	"M1"
"640"	"FADS1"	"M1"
"641"	"STAC2"	"M1"
"642"	"ABCD1"	"M2"
"643"	"TPSAB1"	"Not.Correlated"
"644"	"CDH13"	"M1"
"645"	"MEOX1"	"M1"
"646"	"NTRK3"	"M1"
"647"	"S100B"	"M2"
"648"	"ERBB3"	"M1"
"649"	"RETREG1"	"M2"
"650"	"NR4A2"	"M4"
"651"	"PRG4"	"M1"
"652"	"TM7SF2"	"M2"
"653"	"SLC16A7"	"M2"
"654"	"GBP4"	"M1"
"655"	"MS4A6A"	"M3"
"656"	"RDH10"	"M2"
"657"	"STARD10"	"M1"
"658"	"HBEGF"	"M4"
"659"	"ITGB2"	"M3"
"660"	"AVPR1A"	"M1"
"661"	"TPSB2"	"Not.Correlated"
"662"	"GPM6B"	"M1"
"663"	"TMEM101"	"M1"
"664"	"SCARA3"	"M2"
"665"	"TSPOAP1"	"M1"
"666"	"CHCHD10"	"M2"
"667"	"SSC5D"	"M1"
"668"	"HEY1"	"M1"
"669"	"GPR153"	"M2"
"670"	"NAT8L"	"M2"
"671"	"LAMC2"	"M1"
"672"	"CP"	"M2"
"673"	"STK39"	"M2"
"674"	"SCNN1A"	"M1"
"675"	"ADRB2"	"M1"
"676"	"CDC42EP2"	"M1"
"677"	"GPRC5A"	"M2"
"678"	"TMCC3"	"M1"
"679"	"IFI6"	"M1"
"680"	"CELSR2"	"M1"
"681"	"KCNMA1"	"M2"
"682"	"SGK3"	"M1"
"683"	"HAPLN3"	"M2"
"684"	"FAM20A"	"M2"
"685"	"TUBB2A"	"M2"
"686"	"CERS4"	"M1"
"687"	"CSF3R"	"M1"
"688"	"PCK2"	"M2"
"689"	"HAS3"	"M1"
"690"	"NPNT"	"M2"
"691"	"JCHAIN"	"M1"
"692"	"SCN4B"	"M1"
"693"	"COL4A5"	"M1"
"694"	"EBF2"	"M1"
"695"	"TRIM29"	"M1"
"696"	"GREB1"	"M1"
"697"	"CYP26B1"	"M1"
"698"	"CCDC9B"	"M1"
"699"	"TM4SF18"	"M1"
"700"	"OSR1"	"M1"
"701"	"PLAC9"	"M1"
"702"	"ARHGEF37"	"M1"
"703"	"PDPN"	"M1"
"704"	"CA4"	"M1"
"705"	"OSR2"	"M1"
"706"	"SPINT1"	"M1"
"707"	"ADGRD1"	"M1"
"708"	"ITGA10"	"M1"
"709"	"MRC1"	"M3"
"710"	"VCAM1"	"M4"
"711"	"NEBL"	"M1"
"712"	"SLC29A2"	"M2"
"713"	"APBB1IP"	"M2"
"714"	"PDE3B"	"M2"
"715"	"PPP1R16B"	"M2"
"716"	"ZNF385D"	"M1"
"717"	"CXCR4"	"M1"
"718"	"PTGES"	"M2"
"719"	"APOL4"	"M2"
"720"	"IFI44L"	"M1"
"721"	"PTX3"	"M2"
"722"	"SCNN1B"	"M2"
"723"	"FAM89A"	"M2"
"724"	"TF"	"M2"
"725"	"ABHD5"	"M2"
"726"	"RGS11"	"M1"
"727"	"OLFML2B"	"M1"
"728"	"IL32"	"M1"
"729"	"FNDC4"	"M2"
"730"	"SERPINF2"	"M2"
"731"	"ISM1"	"M1"
"732"	"HLX"	"M1"
"733"	"BCL6B"	"M1"
"734"	"AFF3"	"M1"
"735"	"CGNL1"	"M1"
"736"	"CDKN2C"	"M2"
"737"	"CIDEA"	"M2"
"738"	"X.164"	"Not.Correlated"
"739"	"NPY1R"	"M1"
"740"	"SUSD2"	"M2"
"741"	"HSPB2"	"M1"
"742"	"ANGPT2"	"M4"
"743"	"TPD52"	"M1"
"744"	"FGR"	"M1"
"745"	"ALOX5"	"M1"
"746"	"SERPINA1"	"M1"
"747"	"LRRN4CL"	"M1"
"748"	"VIT"	"M1"
"749"	"ST14"	"M1"
"750"	"CLDN4"	"M1"
"751"	"CDH23"	"M1"
"752"	"FAM13C"	"M1"
"753"	"SPP1"	"M1"
"754"	"WNT11"	"M1"
"755"	"PSD4"	"M1"
"756"	"PEX11A"	"M2"
"757"	"CCL28"	"M1"
"758"	"ARHGEF5"	"M1"
"759"	"SIGLEC1"	"M3"
"760"	"MXRA5"	"M2"
"761"	"LMO3"	"M1"
"762"	"LILRB5"	"M1"
"763"	"VAV3"	"M1"
"764"	"MYBPC1"	"M1"
"765"	"BHMT2"	"M1"
"766"	"FAP"	"M2"
"767"	"COL17A1"	"M1"
"768"	"PTH1R"	"M1"
"769"	"FGFR2"	"M1"
"770"	"ERAP2"	"Not.Correlated"
"771"	"VEGFD"	"M1"
"772"	"GRHL1"	"M1"
"773"	"LYZ"	"M3"
"774"	"GABRP"	"M1"
"775"	"CITED4"	"M1"
"776"	"GPATCH11"	"M2"
"777"	"PLPP2"	"M1"
"778"	"RSPO3"	"M2"
"779"	"ACE"	"M1"
"780"	"SOX9"	"M1"
"781"	"SMAD6"	"M1"
"782"	"F2RL3"	"M1"
"783"	"TLR2"	"M3"
"784"	"FHL5"	"M1"
"785"	"CADM3"	"M1"
"786"	"PLEKHH1"	"M1"
"787"	"MDFI"	"M2"
"788"	"TST"	"M2"
"789"	"OLFM2"	"M2"
"790"	"SYT7"	"M1"
"791"	"PDE3A"	"M1"
"792"	"PKD1L2"	"M1"
"793"	"SELP"	"M1"
"794"	"SLPI"	"M1"
"795"	"PLAAT5"	"M2"
"796"	"CCL21"	"M2"
"797"	"CLDN7"	"M1"
"798"	"CELSR1"	"M1"
"799"	"NFATC2"	"M1"
"800"	"RRAD"	"M1"
"801"	"IER3"	"M2"
"802"	"TNFAIP8"	"M2"
"803"	"LHX6"	"M1"
"804"	"TNFRSF6B"	"M4"
"805"	"PROM2"	"M1"
"806"	"HOMER2"	"M1"
"807"	"TSPAN18"	"M1"
"808"	"DUSP8"	"M2"
"809"	"CRABP2"	"M1"
"810"	"ALPK3"	"M2"
"811"	"CALB2"	"M2"
"812"	"ATP10A"	"M2"
"813"	"NECTIN1"	"M1"
"814"	"INKA2"	"M1"
"815"	"CLIC6"	"M2"
"816"	"CREB3L4"	"M1"
"817"	"TMEM25"	"M1"
"818"	"FOSB"	"M4"
"819"	"ITGBL1"	"M2"
"820"	"PGR"	"M1"
"821"	"ARFGEF3"	"M1"
"822"	"IRF6"	"M1"
"823"	"ETNK2"	"M2"
"824"	"FADS2"	"M1"
"825"	"ST6GALNAC3"	"M1"
"826"	"ANK3"	"M1"
"827"	"STEAP1"	"M2"
"828"	"PTGFR"	"M4"
"829"	"GUCY1A2"	"M1"
"830"	"ADAM12"	"M2"
"831"	"OLFML1"	"M2"
"832"	"FCGR2A"	"M3"
