"genes"	"modules"
"299"	"RETREG1"	"M2"
"300"	"PPARGC1A"	"M2"
"301"	"TCIM"	"M2"
"302"	"ASB2"	"M2"
"303"	"C14orf180"	"M2"
"304"	"CPE"	"M1"
"305"	"TUBA4A"	"M1"
"306"	"TMEM182"	"M2"
"307"	"DDIT4"	"M1"
"308"	"DNAJB1"	"Not.Correlated"
"309"	"STYXL2"	"M2"
"310"	"MCF2L"	"M4"
"311"	"MT2A"	"Not.Correlated"
"312"	"IL1R1"	"M1"
"313"	"FABP4"	"M4"
"314"	"LARGE1"	"M2"
"315"	"COL5A1"	"M1"
"316"	"AQP7"	"M2"
"317"	"RAMP1"	"M2"
"318"	"C6"	"M2"
"319"	"KRT8"	"Not.Correlated"
"320"	"MAOB"	"M2"
"321"	"MLYCD"	"M2"
"322"	"TUBA8"	"M2"
"323"	"C12orf60"	"M1"
"324"	"X.254"	"M1"
"325"	"TXLNB"	"M2"
"326"	"LBH"	"M1"
"327"	"VMP1"	"M1"
"328"	"SLC16A7"	"M2"
"329"	"CLEC3B"	"M1"
"330"	"EMILIN1"	"M1"
"331"	"RNF207"	"M2"
"332"	"NFASC"	"M1"
"333"	"TFRC"	"Not.Correlated"
"334"	"PHLDB2"	"M1"
"335"	"XAF1"	"M2"
"336"	"HSPH1"	"Not.Correlated"
"337"	"PPP1R14C"	"M2"
"338"	"SCARA5"	"M1"
"339"	"CYGB"	"M1"
"340"	"SERPINA3"	"M1"
"341"	"CPNE5"	"M3"
"342"	"PDGFRA"	"M1"
"343"	"DAPK2"	"M3"
"344"	"PCOLCE"	"M1"
"345"	"COL5A2"	"M1"
"346"	"MMP15"	"M2"
"347"	"VASH1"	"M1"
"348"	"SLC6A6"	"Not.Correlated"
"349"	"NPIPB4"	"M2"
"350"	"PPP1R1A"	"Not.Correlated"
"351"	"ABI3BP"	"M1"
"352"	"COQ10A"	"M2"
"353"	"SGK1"	"Not.Correlated"
"354"	"ITM2A"	"M1"
"355"	"PODN"	"M1"
"356"	"C11orf96"	"M1"
"357"	"CYP2J2"	"M2"
"358"	"THBS2"	"M2"
"359"	"ANTXR1"	"M1"
"360"	"NTN1"	"M3"
"361"	"SCN7A"	"Not.Correlated"
"362"	"C1RL"	"M1"
"363"	"GALNT16"	"M2"
"364"	"THSD4"	"M2"
"365"	"USP2"	"M2"
"366"	"ADAMTS4"	"M1"
"367"	"LRRC39"	"M2"
"368"	"CCDC13"	"M2"
"369"	"SLIT3"	"M1"
"370"	"PIK3R3"	"M4"
"371"	"COL12A1"	"M2"
"372"	"TBX5"	"M3"
"373"	"KLF2"	"Not.Correlated"
"374"	"UQCRHL"	"M2"
"375"	"TGFBI"	"M2"
"376"	"PFKFB2"	"M2"
"377"	"MTUS2"	"M2"
"378"	"SH3BGR"	"M2"
"379"	"TNK2"	"M1"
"380"	"CRISPLD2"	"Not.Correlated"
"381"	"PATJ"	"M2"
"382"	"CAP2"	"M2"
"383"	"ELL2"	"Not.Correlated"
"384"	"FMOD"	"M1"
"385"	"GMPR"	"M2"
"386"	"BCO2"	"M2"
"387"	"MASP1"	"M2"
"388"	"STBD1"	"M2"
"389"	"CRYM"	"M2"
"390"	"CD163"	"M5"
"391"	"SMYD2"	"M1"
"392"	"PYGM"	"M2"
"393"	"ANK1"	"M2"
"394"	"FASN"	"Not.Correlated"
"395"	"SPRY1"	"M2"
"396"	"SLC2A3"	"M2"
"397"	"GADD45G"	"Not.Correlated"
"398"	"ANKRD2"	"M1"
"399"	"RNF150"	"M2"
"400"	"C4B"	"Not.Correlated"
"401"	"ANO5"	"M2"
"402"	"ATP1B3"	"M2"
"403"	"HABP2"	"M2"
"404"	"RPL3L"	"M1"
"405"	"SLC25A30"	"M2"
"406"	"CORIN"	"M2"
"407"	"COL8A1"	"M1"
"408"	"ABCA6"	"M1"
"409"	"SERPINE2"	"M1"
"410"	"FAM47E.STBD1"	"M2"
"411"	"SGCG"	"M2"
"412"	"FPGT.TNNI3K"	"M2"
"413"	"PEBP4"	"M2"
"414"	"PTGIS"	"M1"
"415"	"KLF4"	"Not.Correlated"
"416"	"CPTP"	"M1"
"417"	"ADAM23"	"M2"
"418"	"C4A"	"Not.Correlated"
"419"	"X.90"	"M2"
"420"	"ZNF83"	"M2"
"421"	"POSTN"	"M1"
"422"	"ADAMTS7"	"M3"
"423"	"IGFBP2"	"Not.Correlated"
"424"	"PDZRN3"	"M2"
"425"	"TMEM176B"	"M1"
"426"	"OSMR"	"M2"
"427"	"SLC1A3"	"M1"
"428"	"ID2"	"M1"
"429"	"APOBEC2"	"M2"
"430"	"PLCL1"	"M2"
"431"	"ART3"	"M2"
"432"	"AKR1C1"	"M1"
"433"	"PTPRS"	"M1"
"434"	"X.46"	"Not.Correlated"
"435"	"FITM1"	"M2"
"436"	"SHISA4"	"M2"
"437"	"TRIM55"	"M2"
"438"	"UAP1"	"M2"
"439"	"LDHD"	"M2"
"440"	"MATN2"	"M1"
"441"	"NPIPB13"	"M2"
"442"	"LMOD1"	"Not.Correlated"
"443"	"NALF2"	"M2"
"444"	"SBNO2"	"M2"
"445"	"TNNI3K"	"M2"
"446"	"TMPO"	"Not.Correlated"
"447"	"CSRNP1"	"Not.Correlated"
"448"	"PLXDC2"	"M1"
"449"	"LRRC2"	"M1"
"450"	"PLEKHA6"	"M1"
"451"	"SERPINE1"	"M2"
"452"	"X.52"	"M2"
"453"	"TMEM178B"	"M2"
"454"	"PPP1R3A"	"M2"
"455"	"SMAD7"	"M1"
"456"	"IGFBP6"	"M1"
"457"	"COL16A1"	"M1"
"458"	"CLGN"	"M2"
"459"	"TSPAN7"	"M1"
"460"	"ADAMTS9"	"M2"
"461"	"ECM1"	"M1"
"462"	"G0S2"	"Not.Correlated"
"463"	"CCDC141"	"M2"
"464"	"MZT2A"	"M1"
"465"	"LMCD1"	"Not.Correlated"
"466"	"PLIN5"	"M2"
"467"	"COBL"	"M2"
"468"	"THBS4"	"M1"
"469"	"PDP1"	"M1"
"470"	"ADAM33"	"M1"
"471"	"MLPH"	"M3"
"472"	"IL32"	"M2"
"473"	"ARID5A"	"M2"
"474"	"SPOCK1"	"M1"
"475"	"PPP2R3A"	"M2"
"476"	"INMT"	"M1"
"477"	"MACROD1"	"M1"
"478"	"TNNT3"	"M4"
"479"	"CAND2"	"M2"
"480"	"SOCS3"	"M2"
"481"	"DOK7"	"M2"
"482"	"TNNT1"	"M2"
"483"	"PAIP2B"	"M2"
"484"	"MYLK"	"M1"
"485"	"BVES"	"M2"
"486"	"SLC19A2"	"Not.Correlated"
"487"	"APOE"	"M1"
"488"	"RBFOX1"	"M2"
"489"	"ALDH6A1"	"M2"
"490"	"ITGB1BP2"	"M2"
"491"	"SMOC2"	"M1"
"492"	"CYP1B1"	"M2"
"493"	"ADAM19"	"M1"
"494"	"NR1D1"	"Not.Correlated"
"495"	"FNDC5"	"M2"
"496"	"MARCKS"	"M2"
"497"	"FKBP10"	"M1"
"498"	"C10orf71"	"M2"
"499"	"SMAD6"	"M1"
"500"	"PIM1"	"M1"
"501"	"ERRFI1"	"M1"
"502"	"ARRDC3"	"M1"
"503"	"MGST1"	"M1"
"504"	"CGNL1"	"M1"
"505"	"DDR1"	"M3"
"506"	"ACOT2"	"M2"
"507"	"CHRM2"	"M2"
"508"	"FSD2"	"M2"
"509"	"GRIP2"	"M2"
"510"	"CDIN1"	"M1"
"511"	"IL33"	"M1"
"512"	"RASD1"	"Not.Correlated"
"513"	"OGN"	"M1"
"514"	"AOC3"	"M1"
"515"	"NGFR"	"M1"
"516"	"PROB1"	"M2"
"517"	"CCN5"	"M1"
"518"	"CTNNA3"	"M2"
"519"	"APCDD1"	"M1"
"520"	"SELENOM"	"M1"
"521"	"MAPK4"	"M2"
"522"	"TM7SF2"	"M2"
"523"	"DSG2"	"M2"
"524"	"PI16"	"M1"
"525"	"SKIL"	"M1"
"526"	"ADM"	"M1"
"527"	"PPFIA4"	"M2"
"528"	"ATF3"	"Not.Correlated"
"529"	"OAF"	"M1"
"530"	"ARHGEF15"	"M4"
"531"	"NEB"	"M1"
"532"	"RAB15"	"Not.Correlated"
"533"	"COL14A1"	"M1"
"534"	"IER3"	"M1"
"535"	"TIPARP"	"Not.Correlated"
"536"	"MT1X"	"Not.Correlated"
"537"	"PLEKHA7"	"Not.Correlated"
"538"	"ADAMTSL2"	"M1"
"539"	"IRS2"	"Not.Correlated"
"540"	"TNC"	"M1"
"541"	"BCL3"	"M2"
"542"	"MFAP5"	"Not.Correlated"
"543"	"SOX18"	"M4"
"544"	"SPHKAP"	"M2"
"545"	"CD44"	"M2"
"546"	"ISLR"	"M1"
"547"	"SLCO2A1"	"Not.Correlated"
"548"	"NFKBIZ"	"M1"
"549"	"DUSP26"	"M2"
"550"	"ALDH1A1"	"M1"
"551"	"RASL12"	"M1"
"552"	"GNAO1"	"M3"
"553"	"PLSCR4"	"M1"
"554"	"ASPG"	"M3"
"555"	"CCL2"	"M2"
"556"	"MBP"	"Not.Correlated"
"557"	"TYMP"	"M2"
"558"	"NFIL3"	"Not.Correlated"
"559"	"PHACTR1"	"M1"
"560"	"ZDHHC11B"	"Not.Correlated"
"561"	"PLVAP"	"M1"
"562"	"ICAM2"	"M4"
"563"	"TMEM143"	"M2"
"564"	"NNMT"	"M2"
"565"	"ECHDC3"	"M2"
"566"	"PLOD2"	"M2"
"567"	"CX3CL1"	"M4"
"568"	"X.244"	"M2"
"569"	"LRRC20"	"M2"
"570"	"ENO2"	"M1"
"571"	"DIPK2B"	"M4"
"572"	"COL4A4"	"M1"
"573"	"RPL9"	"Not.Correlated"
"574"	"KLF15"	"M2"
"575"	"IL4R"	"M2"
"576"	"NOS3"	"Not.Correlated"
"577"	"NREP"	"Not.Correlated"
"578"	"NPIPB12"	"M2"
"579"	"SFRP1"	"Not.Correlated"
"580"	"HYAL1"	"M1"
"581"	"SLC20A1"	"M2"
"582"	"RGCC"	"M4"
"583"	"HLA.DRB5"	"Not.Correlated"
"584"	"PTN"	"M1"
"585"	"PLXDC1"	"Not.Correlated"
"586"	"PTPN3"	"M1"
"587"	"SCD"	"M1"
"588"	"LGI4"	"M1"
"589"	"FN3K"	"M2"
"590"	"ACOT11"	"M2"
"591"	"NEGR1"	"M1"
"592"	"NR4A3"	"M1"
"593"	"PLSCR1"	"M2"
"594"	"PHLDA1"	"Not.Correlated"
"595"	"HEPH"	"M3"
"596"	"HRH2"	"M1"
"597"	"SLC29A2"	"M2"
"598"	"SVEP1"	"M1"
"599"	"CD248"	"Not.Correlated"
"600"	"PFKFB3"	"Not.Correlated"
"601"	"CES1"	"M1"
"602"	"TPPP"	"M2"
"603"	"COL21A1"	"M2"
"604"	"AIF1L"	"M4"
"605"	"SH2D3C"	"M4"
"606"	"GEM"	"M1"
"607"	"CRIP1"	"M1"
"608"	"HSPA2"	"M3"
"609"	"LOXL1"	"M1"
"610"	"IFI6"	"Not.Correlated"
"611"	"CEP85"	"M2"
"612"	"HES1"	"M1"
"613"	"FASTKD1"	"M1"
"614"	"F13A1"	"M5"
"615"	"PROX1"	"M2"
"616"	"LDLR"	"Not.Correlated"
"617"	"TNFRSF12A"	"Not.Correlated"
"618"	"CTSC"	"M2"
"619"	"INPP5J"	"M2"
"620"	"PIP5K1B"	"M2"
"621"	"SPON1"	"M1"
"622"	"MLLT11"	"Not.Correlated"
"623"	"GPRASP1"	"M1"
"624"	"X.86"	"M1"
"625"	"FAM118A"	"Not.Correlated"
"626"	"FGL2"	"M1"
"627"	"CHSY1"	"M1"
"628"	"DUSP6"	"M2"
"629"	"CLDN5"	"M4"
"630"	"SIK1"	"Not.Correlated"
"631"	"STRIP1"	"Not.Correlated"
"632"	"CDKN1C"	"M4"
"633"	"RGS2"	"M1"
"634"	"GPT"	"M2"
"635"	"ASB15"	"M2"
"636"	"MARCKSL1"	"M2"
"637"	"GADD45A"	"Not.Correlated"
"638"	"ADAMTSL3"	"M1"
"639"	"DHCR24"	"Not.Correlated"
"640"	"S100A9"	"M5"
"641"	"CERCAM"	"M1"
"642"	"KCNAB2"	"M1"
"643"	"ICAM1"	"M2"
"644"	"CPAMD8"	"M4"
"645"	"ABCA10"	"M1"
"646"	"AKR1C2"	"M1"
"647"	"ANXA3"	"M4"
"648"	"UGCG"	"M2"
"649"	"F2R"	"M2"
"650"	"H1.2"	"M1"
"651"	"GPAT3"	"M2"
"652"	"HJV"	"M2"
"653"	"X.113"	"M1"
"654"	"TMEM176A"	"M1"
"655"	"RNASE4"	"M1"
"656"	"OTUD1"	"Not.Correlated"
"657"	"X.30"	"Not.Correlated"
"658"	"KLHL30"	"M2"
"659"	"F3"	"Not.Correlated"
"660"	"SLC2A1"	"Not.Correlated"
"661"	"VASN"	"M1"
"662"	"AZGP1"	"M1"
"663"	"TSKU"	"M1"
"664"	"SCN4B"	"Not.Correlated"
"665"	"ASPN"	"M1"
"666"	"ALDH1A2"	"M1"
"667"	"CREB3L1"	"M1"
"668"	"UBE2QL1"	"M2"
"669"	"STEAP2"	"M1"
"670"	"NPR3"	"M2"
"671"	"ANKRD39"	"Not.Correlated"
"672"	"EPHA4"	"M3"
"673"	"APOB"	"M2"
"674"	"CEMIP2"	"M2"
"675"	"CPT2"	"M2"
"676"	"GIMAP6"	"M4"
"677"	"SLCO4A1"	"Not.Correlated"
"678"	"HLF"	"M3"
"679"	"ADAMTS2"	"M1"
"680"	"ASB11"	"M2"
"681"	"IRF6"	"M2"
"682"	"COL4A3"	"M1"
"683"	"MYC"	"M2"
"684"	"ITIH5"	"Not.Correlated"
"685"	"CRLF1"	"Not.Correlated"
"686"	"MMP19"	"M2"
"687"	"LSP1"	"Not.Correlated"
"688"	"BDH1"	"M2"
"689"	"RNF152"	"M1"
"690"	"CAVIN4"	"M2"
"691"	"SLC7A1"	"Not.Correlated"
"692"	"RCN3"	"M1"
"693"	"KCNJ4"	"M2"
"694"	"OLFML3"	"M1"
"695"	"PCDH1"	"M4"
"696"	"ALDH1L1"	"M1"
"697"	"CELSR2"	"M3"
"698"	"ABRA"	"Not.Correlated"
"699"	"TPD52L1"	"M1"
"700"	"KANK3"	"M4"
"701"	"HSPA12B"	"M4"
"702"	"HMCN2"	"Not.Correlated"
"703"	"B3GALT2"	"M2"
"704"	"RASL10B"	"M2"
"705"	"PDE4B"	"M4"
"706"	"MID1"	"M1"
"707"	"THBS3"	"M1"
"708"	"CLSTN2"	"M1"
"709"	"PER3"	"Not.Correlated"
"710"	"LCN10"	"M1"
"711"	"SEMA3F"	"M4"
"712"	"X.22"	"M1"
"713"	"RIPOR3"	"M4"
"714"	"SPON2"	"Not.Correlated"
"715"	"NTRK2"	"M1"
"716"	"QPRT"	"M2"
"717"	"VSTM2L"	"M3"
"718"	"MROH7"	"M2"
"719"	"ADRB1"	"M2"
"720"	"ACE2"	"M1"
"721"	"KCNK1"	"M3"
"722"	"LYVE1"	"M5"
"723"	"VWC2"	"M2"
"724"	"ANKRD23"	"Not.Correlated"
"725"	"ME1"	"M3"
"726"	"METTL7B"	"M3"
"727"	"IRX3"	"M1"
"728"	"CREB5"	"Not.Correlated"
"729"	"GFPT2"	"M2"
"730"	"APLNR"	"Not.Correlated"
"731"	"DLL4"	"M2"
"732"	"HPR"	"M1"
"733"	"IRF1"	"M2"
"734"	"MAFF"	"M1"
"735"	"MUC3A"	"M1"
"736"	"MYO7B"	"Not.Correlated"
"737"	"ZNF331"	"M1"
"738"	"SULF1"	"M1"
"739"	"DACT3"	"M1"
"740"	"X.167"	"M2"
"741"	"ROBO1"	"M1"
"742"	"ADAM11"	"M2"
"743"	"SLC26A9"	"M2"
"744"	"CFI"	"M1"
"745"	"C1QB"	"M5"
"746"	"STIM2"	"Not.Correlated"
"747"	"MAP3K5"	"M1"
"748"	"DYNC1I1"	"M2"
"749"	"TRIB1"	"Not.Correlated"
"750"	"ANKRD37"	"Not.Correlated"
"751"	"CILP"	"Not.Correlated"
"752"	"NCEH1"	"M1"
"753"	"CP"	"M1"
"754"	"MUSTN1"	"Not.Correlated"
"755"	"TCF21"	"M1"
"756"	"LAPTM5"	"M5"
"757"	"X.61"	"M2"
"758"	"SYNDIG1"	"M2"
"759"	"BAMBI"	"M1"
"760"	"DUSP5"	"Not.Correlated"
"761"	"SLC16A3"	"M2"
"762"	"PLP1"	"M1"
"763"	"CLCN4"	"M2"
"764"	"TESC"	"M2"
"765"	"IFI44L"	"Not.Correlated"
"766"	"FIBIN"	"M1"
"767"	"TYRP1"	"M2"
"768"	"RPS4Y1"	"Not.Correlated"
"769"	"DPF3"	"M2"
"770"	"GPAM"	"Not.Correlated"
"771"	"IFI44"	"Not.Correlated"
"772"	"ZBTB16"	"Not.Correlated"
"773"	"X.275"	"M2"
"774"	"DGKG"	"M2"
"775"	"PLAC9"	"M1"
"776"	"X.115"	"M2"
"777"	"SEMA6B"	"Not.Correlated"
"778"	"LPAR1"	"M1"
"779"	"TENT5B"	"M2"
"780"	"ID4"	"M1"
"781"	"EPB41L3"	"M1"
"782"	"GBP4"	"Not.Correlated"
"783"	"TMEM71"	"Not.Correlated"
"784"	"CACNA2D3"	"M2"
"785"	"DPYSL4"	"M1"
"786"	"PPARGC1B"	"M1"
"787"	"ALPL"	"Not.Correlated"
"788"	"EPDR1"	"M2"
"789"	"STRIP2"	"M2"
"790"	"DDIT3"	"Not.Correlated"
"791"	"CD300LG"	"M4"
"792"	"NCOA7"	"M1"
"793"	"IP6K3"	"M2"
"794"	"INPP4B"	"M1"
"795"	"ACSF2"	"M3"
"796"	"GJA5"	"Not.Correlated"
"797"	"AFAP1"	"M1"
